Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
T2_IH_IntensityHistogramMinimumGreyLevel_Intensity,T2_IH_IntensityHistogramMinimumGreyLevel_Intensity,0.0452810314555096,2
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,0.044057450359099595,4
Post1_Morph_Compactness2,Post1_Morph_Compactness2,0.04066454084464163,2
Post1_Morph_Compactness1,Post1_Morph_Compactness1,0.03755754974846449,3
T2_GLSZM_SmallZoneLowGreyLevelEmphasis,T2_GLSZM_SmallZoneLowGreyLevelEmphasis,0.035872000878226014,2
Post1_GLRLM_ShortRunHighGreyLevelEmphasis,Post1_GLRLM_ShortRunHighGreyLevelEmphasis,0.035298139336646835,2
Post1_Morph_Sphericity,Post1_Morph_Sphericity,0.03508856463321283,2
T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.034725738751602286,2
Post1_IH_IntensityHistogramMode_Intensity,Post1_IH_IntensityHistogramMode_Intensity,0.03076000642773445,3
T2_GLSZM_NormalisedZoneSizeNonUniformity,T2_GLSZM_NormalisedZoneSizeNonUniformity,0.030633930894301012,2
T2_IB_IntensityBasedCoefficientOfVariation,T2_IB_IntensityBasedCoefficientOfVariation,0.02746523164177243,3
Post1_GLCM_SumEntropy,Post1_GLCM_SumEntropy,0.0264332795887304,2
T2_IB_IntensityBasedQuartileCoefficientOfDispersion,T2_IB_IntensityBasedQuartileCoefficientOfDispersion,0.026280452535930116,2
T2_IB_AreaUnderCurveCIVH,T2_IB_AreaUnderCurveCIVH,0.025857915849762606,2
T2_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,T2_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,0.024868052609673227,2
T2_IB_IntensityBasedMeanAbsoluteDeviation,T2_IB_IntensityBasedMeanAbsoluteDeviation,0.024040339088722582,2
T2_GLCM_ClusterShade,T2_GLCM_ClusterShade,0.021501188798016806,2
T2_IB_IntensityBasedEnergy,T2_IB_IntensityBasedEnergy,0.006719777010132414,2
Post1_Morph_Volume_cm3,Post1_Morph_Volume_cm3,0.006124812029563967,2
