Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
NaiveBayes,0.7064302884615385,0.7061598095916662,0.6046683782366358,0.7977995837050251,0.7656049578048236,0.7674135100920771,0.6635001186808182,0.8555899923339738,0.6206896551724138,0.6129807692307692,0.6875,0.5384615384615384,0.6470588235294118,0.5833333333333334,0.6666666666666666,0.2276029055690073,0.29020122828196443,28,24,20,44,10.0,5.656854249492381
LogisticRegression,0.6838942307692308,0.6828066293674238,0.5835997267759563,0.77609746303719,0.7606089577721189,0.7624148744915553,0.6533632302409006,0.850905490432897,0.5862068965517241,0.5907451923076923,0.546875,0.6346153846153846,0.6481481481481481,0.532258064516129,0.5932203389830508,0.17827626918536,0.22439511238809912,33,19,29,35,10.0,5.656854249492381
SVM_Linear,0.6502403846153846,0.6491723518063259,0.5448635654262868,0.7417773624401913,0.7450628819457163,0.7463953392613185,0.6395814761471277,0.8342230005766226,0.603448275862069,0.5973557692307692,0.65625,0.5384615384615384,0.6363636363636364,0.56,0.6461538461538462,0.19541616405307594,0.22541832512306745,28,24,22,42,10.0,5.656854249492381
XGBoost,0.6496394230769231,0.648665724804715,0.5431503163372267,0.7497154101021928,0.6763153548218611,0.6840553322370829,0.5564410380190413,0.8060095473024154,0.5775862068965517,0.5757211538461539,0.59375,0.5576923076923077,0.6229508196721312,0.5272727272727272,0.608,0.15062761506276157,0.24663839159992165,29,23,26,38,10.0,5.656854249492381
RandomForest,0.6454326923076924,0.6448515927768037,0.5456278331361571,0.7406821973701598,0.728078861402071,0.7312711108081067,0.6161674645901284,0.8305078429320437,0.5689655172413793,0.5697115384615384,0.5625,0.5769230769230769,0.6206896551724138,0.5172413793103449,0.5901639344262295,0.13793103448275867,0.23635351683767808,30,22,28,36,10.0,5.656854249492381
GradientBoosting,0.6361177884615385,0.6343737270123798,0.5360476799415419,0.7280850431162651,0.7199089583347109,0.7230133845404199,0.611930752073808,0.8236131011789549,0.5689655172413793,0.5606971153846154,0.640625,0.4807692307692308,0.6029411764705882,0.5208333333333334,0.6212121212121212,0.12227602905569002,0.23901598989260103,25,27,23,41,10.0,5.656854249492381
ExtraTrees,0.635516826923077,0.6335867973833881,0.5324075542166553,0.7319750241221054,0.6923109456768981,0.6997167139624062,0.5656859503782737,0.8134674962956083,0.6293103448275862,0.6370192307692308,0.5625,0.7115384615384616,0.7058823529411765,0.5692307692307692,0.6260869565217392,0.2677627715795654,0.2363814057959234,37,15,28,36,10.0,5.656854249492381
KNN,0.6287560096153846,0.6284211050846752,0.5286915381674525,0.7286475643532094,0.7207122650651591,0.7229767276606026,0.6135511210690555,0.8198301184444168,0.5775862068965517,0.5649038461538461,0.6875,0.4423076923076923,0.6027397260273972,0.5348837209302325,0.6423357664233577,0.13194868662186932,0.24354373424547246,23,29,20,44,10.0,5.656854249492381
SVM_RBF,0.6095252403846154,0.6087192754039006,0.503584229390681,0.7060560231316629,0.7243399050106587,0.727215159475478,0.6164034169544904,0.8223022030295144,0.5517241379310345,0.5558894230769231,0.515625,0.5961538461538461,0.6111111111111112,0.5,0.559322033898305,0.10979929161747337,0.2345018344908256,31,21,31,33,10.0,5.656854249492381
LightGBM,0.6002103365384616,0.5988182711615916,0.49448452593566916,0.6962460389917785,0.6651366638656402,0.6690030737949629,0.5504470172070519,0.7799236971896724,0.5603448275862069,0.5582932692307692,0.578125,0.5384615384615384,0.6065573770491803,0.509090909090909,0.592,0.11595935445307826,0.26272370679951634,28,24,27,37,10.0,5.656854249492381
