Metric,Value
ROC-AUC,0.739375
PR-AUC,0.7675470747934058
Balanced Acc.,0.6993750000000001
Sensitivity,0.71875
Specificity,0.68
PPV,0.7419354838709677
NPV,0.6538461538461539
Kappa,0.3970130678282514
