Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
NaiveBayes,0.708125,0.7099028472394215,0.6068590826051655,0.8008964083875537,0.7637421964936698,0.7668643061656133,0.6503858388646091,0.8651867473099007,0.6403508771929824,0.6228125,0.765625,0.48,0.6533333333333333,0.6153846153846154,0.7050359712230215,0.2516810758885686,0.28933303969831126,24,26,15,49,8.4,4.560701700396552
LogisticRegression,0.705,0.7051244783060214,0.6046205144490314,0.7948319782855549,0.8001904814591709,0.8011644015301531,0.7047570470782251,0.8759016448151413,0.6491228070175439,0.6634375,0.546875,0.78,0.7608695652173914,0.5735294117647058,0.6363636363636364,0.31449188214070956,0.2261896512936758,39,11,29,35,8.4,4.560701700396552
GradientBoosting,0.6900000000000001,0.6902213000736176,0.5904269416099773,0.780683621933622,0.7717933193661333,0.7762962501676591,0.6559396247099276,0.8731245030371806,0.6578947368421053,0.666875,0.59375,0.74,0.7450980392156863,0.5873015873015873,0.6608695652173913,0.3245214220601642,0.22822772953737486,37,13,26,38,8.4,4.560701700396552
SVM_Linear,0.6865625,0.6864443193574175,0.5877612904857095,0.777465463366882,0.7826902951133206,0.7843476121732779,0.6765792661337606,0.8657880029651449,0.6578947368421053,0.67125,0.5625,0.78,0.7659574468085106,0.582089552238806,0.6486486486486487,0.33021994576679725,0.23065884065867692,39,11,28,36,8.4,4.560701700396552
RandomForest,0.669375,0.6703755667268055,0.5714285714285715,0.7668941795674132,0.7447981865758004,0.7506338044134376,0.627444788297282,0.8510926343318032,0.6228070175438597,0.6225,0.625,0.62,0.6779661016949152,0.5636363636363636,0.6504065040650406,0.2423493044822257,0.23317568274531025,31,19,24,40,8.4,4.560701700396552
SVM_RBF,0.6643749999999999,0.6649071650814015,0.5611614549172651,0.7590608900320274,0.7701067327158005,0.7718311741918726,0.6632792258790097,0.8557097706157404,0.6052631578947368,0.615625,0.53125,0.7,0.6938775510204082,0.5384615384615384,0.6017699115044248,0.22390317700453854,0.2386055799393471,35,15,30,34,8.4,4.560701700396552
KNN,0.6604687499999999,0.6602333465441511,0.5582361605768809,0.7559696875966594,0.7328401866404433,0.7359950410373828,0.6173272403104397,0.8363395817699589,0.6578947368421053,0.666875,0.59375,0.74,0.7450980392156863,0.5873015873015873,0.6608695652173913,0.3245214220601642,0.25830530639146715,37,13,26,38,8.4,4.560701700396552
ExtraTrees,0.6578125,0.6587916896718952,0.5550982811489278,0.7584506166633023,0.729121246633236,0.7326015003500939,0.6075232318435055,0.8382311645685524,0.6403508771929824,0.6490625,0.578125,0.72,0.7254901960784313,0.5714285714285714,0.6434782608695652,0.2898814949863264,0.23948204808993143,36,14,27,37,8.4,4.560701700396552
XGBoost,0.6268750000000001,0.628507850061579,0.5273686195216765,0.7230239317134477,0.7079156881993759,0.7165494643377922,0.5918144305469156,0.8243043039400877,0.631578947368421,0.6325000000000001,0.625,0.64,0.6896551724137931,0.5714285714285714,0.6557377049180327,0.2615669339913633,0.3009111800291475,32,18,24,40,8.4,4.560701700396552
LightGBM,0.62234375,0.6232650661960158,0.5198673470694636,0.7231323911787365,0.7298584159210351,0.7348994433577204,0.6206143490872599,0.8304373178237292,0.5789473684210527,0.5746875,0.609375,0.54,0.6290322580645161,0.5192307692307693,0.6190476190476191,0.14872433105164895,0.27962000514026886,27,23,25,39,8.4,4.560701700396552
