Metric,Value
ROC-AUC,0.7150000000000001
PR-AUC,0.7583947247864167
Balanced Acc.,0.698125
Sensitivity,0.65625
Specificity,0.74
PPV,0.7636363636363637
NPV,0.6271186440677966
Kappa,0.3885994483604046
