fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.6419753086419753,0.7599076600011001,0.37037037037037035,0.5,0.19047619047619047,0.6666666666666666,0.1111111111111111,6
2,0.7272727272727272,0.8127074945256765,0.6,0.606060606060606,0.6,0.6666666666666666,0.5454545454545454,6
3,0.7583333333333333,0.7719675749087515,0.5806451612903226,0.5916666666666667,0.38095238095238093,0.8,0.25,6
4,0.41875,0.5977689605347054,0.5769230769230769,0.50625,0.7027027027027027,0.6190476190476191,0.8125,6
5,0.6666666666666667,0.4909090909090909,0.6153846153846154,0.6527777777777778,0.5454545454545454,0.42857142857142855,0.75,6
6,0.6888888888888889,0.7060686973844869,0.6842105263157895,0.6722222222222223,0.75,0.6428571428571429,0.9,6
7,0.30952380952380953,0.5833405487472176,0.41935483870967744,0.30952380952380953,0.5909090909090909,0.5652173913043478,0.6190476190476191,6
8,0.5727272727272728,0.6499404915437638,0.6216216216216216,0.5969696969696969,0.6956521739130435,0.6666666666666666,0.7272727272727273,6
9,0.7,0.7,0.42857142857142855,0.6,0.5,0.3333333333333333,1.0,6
10,0.7846153846153846,0.7377380952380951,0.6086956521739131,0.5615384615384615,0.3076923076923077,0.6666666666666666,0.2,6
11,0.7176470588235293,0.5884756420050538,0.37037037037037035,0.5,0.5405405405405406,0.37037037037037035,1.0,6
12,0.6166666666666667,0.7461815163139554,0.5357142857142857,0.55,0.5806451612903226,0.6923076923076923,0.5,6
13,0.7647058823529411,0.8591555993026582,0.6666666666666666,0.6941176470588235,0.6896551724137931,0.8333333333333334,0.5882352941176471,6
14,0.5833333333333333,0.35714285714285715,0.3125,0.4583333333333333,0.35294117647058826,0.23076923076923078,0.75,6
15,0.8125000000000001,0.9618965327435722,0.7894736842105263,0.7395833333333333,0.8666666666666667,0.9285714285714286,0.8125,6
