fold,C
1,0.08549472781608825
2,0.8551438617483198
3,0.11347034408516048
4,0.23938918670661066
5,0.9763711464981646
6,0.23938918670661066
7,0.014914880124867256
8,0.014914880124867256
9,0.8392080010030266
10,0.3249227585598718
11,0.8541157567128156
12,0.23938918670661066
13,0.9409188460993597
14,0.23938918670661066
15,0.23938918670661066
