Metric,Value
ROC-AUC,0.6859375
PR-AUC,0.7409766887920294
Balanced Acc.,0.6681250000000001
Sensitivity,0.65625
Specificity,0.68
PPV,0.7241379310344828
NPV,0.6071428571428571
Kappa,0.3318938926588525
