Metric,Value
ROC-AUC,0.7288888888888888
PR-AUC,0.7631305431562956
Balanced Acc.,0.6833333333333333
Sensitivity,0.6666666666666666
Specificity,0.7
PPV,0.7368421052631579
NPV,0.625
Kappa,0.36218250235183447
