Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
GradientBoosting,0.6645,+0.1348,2.67e-02,1.00e+00,✓,✗
LightGBM,0.6697,+0.1296,5.41e-02,1.00e+00,✗,✗
XGBoost,0.6771,+0.1221,6.90e-02,1.00e+00,✗,✗
NaiveBayes,0.7090,+0.0903,2.67e-01,1.00e+00,✗,✗
RandomForest,0.7137,+0.0855,4.72e-01,1.00e+00,✗,✗
ExtraTrees,0.7263,+0.0730,3.39e-01,1.00e+00,✗,✗
SVM_Linear,0.7605,+0.0388,4.13e-01,1.00e+00,✗,✗
KNN,0.7683,+0.0310,7.88e-01,1.00e+00,✗,✗
LogisticRegression,0.7687,+0.0306,7.29e-01,1.00e+00,✗,✗
