Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
KNN,0.6959134615384616,0.6965299970728498,0.5950113037511585,0.7913046417746655,0.7361611478453766,0.7422796933062187,0.6176389148923039,0.8504805744755969,0.6206896551724138,0.6039663461538461,0.765625,0.4423076923076923,0.6282051282051282,0.6052631578947368,0.6901408450704225,0.21331689272503085,0.23026162850955362,23,29,15,49,6.0,2.0
LogisticRegression,0.6598557692307693,0.659958540938979,0.5596542008196722,0.7564159624229748,0.7078519810307806,0.7146918899912873,0.5899519129275518,0.8234026487119309,0.603448275862069,0.59375,0.6875,0.5,0.6285714285714286,0.5652173913043478,0.6567164179104478,0.18955042527339006,0.2395859079179783,26,26,20,44,6.0,2.0
RandomForest,0.6481370192307692,0.6473074636342837,0.5464096660676849,0.7432255038502775,0.6836717981740245,0.691836020883025,0.5613850259770085,0.8117478390085994,0.6120689655172413,0.5961538461538461,0.75,0.4423076923076923,0.6233766233766234,0.5897435897435898,0.6808510638297872,0.19692307692307687,0.24463628018410208,23,29,16,48,6.0,2.0
ExtraTrees,0.6439302884615385,0.6436126170428342,0.5419141054053791,0.7366575334857587,0.704517463118786,0.7120935610111355,0.5881074480629112,0.8180230437397955,0.5689655172413793,0.5606971153846154,0.640625,0.4807692307692308,0.6029411764705882,0.5208333333333334,0.6212121212121212,0.12227602905569002,0.2349791024545127,25,27,23,41,6.0,2.0
SVM_Linear,0.6334134615384616,0.6342910784690159,0.5369570351401337,0.7389277633606357,0.6804250196266466,0.6872276183747674,0.5623810547192805,0.8006578336780733,0.5862068965517241,0.5655048076923077,0.765625,0.36538461538461536,0.5975609756097561,0.5588235294117647,0.6712328767123288,0.13540372670807455,0.24489536841533432,19,33,15,49,6.0,2.0
SVM_RBF,0.6259014423076923,0.6266354829879826,0.5235074404761905,0.7273971686269326,0.6673170259040417,0.6752339543585485,0.549628292157404,0.7860210989750298,0.5948275862068966,0.5751201923076923,0.765625,0.38461538461538464,0.6049382716049383,0.5714285714285714,0.6758620689655173,0.1549907005579665,0.24880060580286462,20,32,15,49,6.0,2.0
NaiveBayes,0.615985576923077,0.616291539633207,0.5087804695304695,0.7167508193816988,0.648901685814407,0.662257876185472,0.5304982415087098,0.7858028037383366,0.6293103448275862,0.6099759615384616,0.796875,0.4230769230769231,0.6296296296296297,0.6285714285714286,0.7034482758620689,0.22690638561686294,0.3284006091682153,22,30,13,51,6.0,2.0
XGBoost,0.6117788461538461,0.6110636834041452,0.5064483013869409,0.7116055986073675,0.6785274677679481,0.6831654091533852,0.5570080392968142,0.7942227431049077,0.5862068965517241,0.5673076923076923,0.75,0.38461538461538464,0.6,0.5555555555555556,0.6666666666666666,0.13861386138613851,0.28463959681876766,20,32,16,48,6.0,2.0
LightGBM,0.5973557692307693,0.5970603557799482,0.4884159157327907,0.6981437519037466,0.6365397941462435,0.6445112972862218,0.5162758179250437,0.7574963405695626,0.6120689655172413,0.5943509615384616,0.765625,0.4230769230769231,0.620253164556962,0.5945945945945946,0.6853146853146853,0.1939468807906115,0.2796158748998387,22,30,15,49,6.0,2.0
GradientBoosting,0.5934495192307692,0.5924602436137018,0.488101959462195,0.6995278708498325,0.6396068081880197,0.64755655141074,0.5194742295192976,0.764646469209709,0.5775862068965517,0.5540865384615384,0.78125,0.3269230769230769,0.5882352941176471,0.5483870967741935,0.6711409395973155,0.11242973141786394,0.2586566331774706,17,35,14,50,6.0,2.0
