Metric,Value
ROC-AUC,0.6959134615384616
PR-AUC,0.7361611478453766
Balanced Acc.,0.6039663461538461
Sensitivity,0.765625
Specificity,0.4423076923076923
PPV,0.6282051282051282
NPV,0.6052631578947368
Kappa,0.21331689272503085
