Fold,Feature_Rank_in_Fold,Feature_Name
1,1,GLCM_Autocorrelation
1,2,IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
1,3,IB_50thIntensityPercentile
1,4,GLCM_Correlation
1,5,IB_MedianIntensity
1,6,IB_AreaUnderCurveCIVH
1,7,GLCM_InverseVariance
1,8,GLRLM_ShortRunHighGreyLevelEmphasis
1,9,GLCM_JointAverage
1,10,GLCM_SumAverage
1,11,IH_IntensityHistogramMean_Intensity
1,12,IH_AreaUnderCurveCIVH_Intensity
1,13,GLSZM_SmallZoneLowGreyLevelEmphasis
1,14,Morph_Compacity
2,1,IH_IntensityHistogramMode_Intensity
2,2,NGTDM_Coarseness
2,3,GLCM_JointAverage
2,4,GLCM_SumAverage
2,5,IH_IntensityHistogramMean_Intensity
2,6,IH_AreaUnderCurveCIVH_Intensity
3,1,IH_IntensityHistogramMode_Intensity
3,2,IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
3,3,IB_MedianIntensity
3,4,GLCM_Correlation
3,5,IB_50thIntensityPercentile
3,6,IH_IntensityHistogramMean_Intensity
3,7,IH_AreaUnderCurveCIVH_Intensity
3,8,IB_AreaUnderCurveCIVH
3,9,GLSZM_LowGrayLevelZoneEmphasis
3,10,IB_MeanIntensity
3,11,GLCM_JointAverage
3,12,GLCM_SumAverage
3,13,GLRLM_HighGreyLevelRunEmphasis
3,14,NGTDM_Coarseness
3,15,GLRLM_LongRunHighGreyLevelEmphasis
3,16,IB_25thIntensityPercentile
4,1,GLCM_InverseVariance
4,2,IH_IntensityHistogramMode_Intensity
4,3,NGTDM_Coarseness
4,4,IH_IntensityHistogramMean_Intensity
4,5,IH_AreaUnderCurveCIVH_Intensity
4,6,GLRLM_LongRunHighGreyLevelEmphasis
4,7,IB_25thIntensityPercentile
4,8,GLSZM_SmallZoneLowGreyLevelEmphasis
4,9,GLSZM_GreyLevelNonUniformity
4,10,GLCM_JointAverage
4,11,GLCM_SumAverage
4,12,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
4,13,IB_IntensityBasedQuartileCoefficientOfDispersion
4,14,IB_MeanIntensity
4,15,IB_AreaUnderCurveCIVH
4,16,Morph_Compacity
4,17,Morph_SphericalDisproportion
4,18,IH_IntensityHistogramRange_Intensity
4,19,Morph_Asphericity
4,20,IH_Uniformity_Intensity
5,1,IB_75thIntensityPercentile
5,2,Morph_SurfaceArea_cm2
5,3,IB_50thIntensityPercentile
5,4,Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm
