Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
Pre_IB_IntensitySkewness,Pre_IB_IntensitySkewness,0.08297508022296905,2
ADC_IB_MedianIntensity,ADC_IB_MedianIntensity,0.04824959019614314,3
ADC_IH_IntensityHistogramMedian_Intensity,ADC_IH_IntensityHistogramMedian_Intensity,0.048167528234151574,4
Pre_Morph_Sphericity,Pre_Morph_Sphericity,0.04535535444457481,3
Pre_Morph_Compactness1,Pre_Morph_Compactness1,0.043235082611439574,2
Pre_Morph_Compactness2,Pre_Morph_Compactness2,0.03557296307853903,4
Pre_IB_AreaUnderCurveCIVH,Pre_IB_AreaUnderCurveCIVH,0.031242792965355308,4
Pre_IH_IntensityHistogramVariance_Intensity,Pre_IH_IntensityHistogramVariance_Intensity,0.030946179386374617,2
Pre_IB_IntensityBasedCoefficientOfVariation,Pre_IB_IntensityBasedCoefficientOfVariation,0.027050314332141064,2
ADC_IH_IntensityHistogramStd_Intensity,ADC_IH_IntensityHistogramStd_Intensity,0.02595939178456098,2
Pre_IB_TotalLesionGlycolysis,Pre_IB_TotalLesionGlycolysis,0.012995842480138478,2
Pre_IB_IntensityBasedEnergy,Pre_IB_IntensityBasedEnergy,0.0011483382893959484,4
