model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
LogisticRegression,0.7879365079365079,0.07243671271847102,0.7704761904761904,0.8429068148626971,0.06555757719368725,0.8224610558316985,0.6994677871148459,0.07744889851878022,0.6902654867256637,0.6972222222222222,0.07523123001295257,0.6912698412698413,0.7191686702757483,0.0726165636296303,0.7107438016528925,0.7460539460539461,0.06545275845034261,0.7413793103448276,0.7106349206349206,0.12475382662970845,0.6825396825396826,113,5
SVM_RBF,0.786984126984127,0.04552498836223583,0.7682539682539683,0.8309033023165782,0.07684795329272083,0.8247281757081444,0.6911344537815125,0.08260021186627235,0.6814159292035398,0.6888888888888889,0.08029181157689004,0.6833333333333333,0.7087071318142097,0.07920198715663547,0.7,0.7405594405594406,0.07442346911852453,0.7368421052631579,0.693968253968254,0.12394538739984297,0.6666666666666666,113,5
SVM_Linear,0.7803571428571429,0.055702752842433596,0.7600000000000001,0.8249142353222589,0.06961447967888344,0.8190374678271928,0.689467787114846,0.08595165864641145,0.6814159292035398,0.6967460317460317,0.07098557513359395,0.6874603174603174,0.6976871887942668,0.07581383113302435,0.6896551724137931,0.7622077922077922,0.06384857275518388,0.7547169811320755,0.662063492063492,0.1396522333645211,0.6349206349206349,113,5
GradientBoosting,0.7632936507936507,0.02733951315572085,0.7438095238095238,0.7641433530547677,0.07862298516848608,0.7331803745099508,0.697703081232493,0.057260862939101764,0.6902654867256637,0.7009126984126983,0.04509089110418436,0.6933333333333334,0.7079840848806367,0.08156506868512846,0.7058823529411765,0.7457575757575758,0.08309000286843089,0.75,0.6906349206349207,0.13262320341536082,0.6666666666666666,113,5
KNN,0.7632738095238094,0.05060108898631688,0.7314285714285713,0.7965004705381382,0.08987869580386748,0.7618004167925797,0.7078011204481793,0.07569296082692964,0.6991150442477876,0.7166666666666667,0.05758810223275698,0.7095238095238096,0.7034033392660394,0.08148908895692725,0.6964285714285714,0.796868686868687,0.05651910061034828,0.7959183673469388,0.6485714285714285,0.14292626193854602,0.6190476190476191,113,5
ExtraTrees,0.729642857142857,0.06814840489287466,0.7022222222222222,0.7619144321349138,0.0924865664583597,0.7297826265486498,0.6844677871148459,0.07669658072702913,0.672566371681416,0.6896031746031746,0.06870485989170433,0.6733333333333333,0.6991523902594683,0.09783979523005865,0.6942148760330579,0.7279653679653679,0.1140035214740809,0.7241379310344828,0.6906349206349207,0.13262320341536082,0.6666666666666666,113,5
NaiveBayes,0.7265873015873016,0.15487053574526596,0.6238095238095238,0.7907567083252685,0.05990380872098031,0.6916092999857504,0.5532212885154062,0.07225010883984453,0.5486725663716814,0.5474603174603174,0.10058928162447223,0.5271428571428571,0.6415824915824915,0.0767063669170791,0.6382978723404256,0.6075120772946859,0.1088527152942105,0.5769230769230769,0.7706349206349207,0.22563144507091004,0.7142857142857143,113,5
RandomForest,0.7202777777777778,0.08946511077991907,0.6980952380952381,0.7594731285103907,0.12887900567942073,0.7458821535845541,0.6216526610644257,0.07352185368651641,0.6106194690265486,0.6198809523809523,0.05464192054620312,0.6074603174603175,0.6413841116200463,0.12219526518586823,0.6451612903225806,0.661254562431033,0.12540299852457468,0.6557377049180327,0.6571428571428571,0.17820244064363416,0.6349206349206349,113,5
LightGBM,0.6752380952380953,0.07245757918294787,0.6447619047619049,0.7002719336252659,0.14084762571061366,0.6409076548875332,0.6141736694677871,0.03946863698432711,0.6106194690265486,0.6127380952380952,0.041468234981388526,0.6095238095238096,0.6341908410873927,0.0878733599436359,0.639344262295082,0.6617249417249418,0.12868099014435463,0.6610169491525424,0.6261904761904762,0.1063728947794699,0.6190476190476191,113,5
XGBoost,0.6439682539682539,0.10760757535893264,0.6485714285714286,0.7234088255234623,0.12830712228316454,0.7318479800868514,0.5821708683473389,0.0939996676178156,0.584070796460177,0.5721825396825397,0.097619563813321,0.5795238095238096,0.6074814814814815,0.1420369935776649,0.624,0.6142490842490843,0.17504039284419812,0.6290322580645161,0.6117460317460318,0.14030022159423083,0.6190476190476191,113,5
