fold,C,l1_ratio
1,0.3675257878593652,0.20920212211718958
2,0.3675257878593652,0.20920212211718958
3,0.18403439376954148,0.2740737470416992
4,0.18403439376954148,0.2740737470416992
5,0.3675257878593652,0.20920212211718958
