fold,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
1,100,8,0.1581082135400477,0.6687764050930377,0.90811237436292,2.9286247167445077e-06,7.679583254810248e-05
2,50,8,0.2499872372751497,0.8409186630923462,0.6938831401633154,1.856487532402193e-05,6.904106655874299e-07
3,200,5,0.09478730709814888,0.8984977739197789,0.5996447427584064,6.736687685494269,5.394895082603897
4,150,6,0.07808649724803245,0.6180899035264706,0.6262925909105658,4.820493209153912e-05,0.00011171339565292045
5,200,5,0.01783888929093087,0.8871533919539136,0.9419218445301472,0.000455396943895641,0.16162306533722148
