fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7100840336134454,0.7338986305249281,0.5806451612903226,0.542016806722689,0.7111111111111111,0.5714285714285714,0.9411764705882353,8
2,0.46634615384615385,0.5369930261309571,0.4482758620689655,0.5,0.0,0.0,0.0,4
3,0.515625,0.5812769808693722,0.5357142857142857,0.53125,0.5806451612903226,0.6,0.5625,4
4,0.625,0.5998817337633128,0.4482758620689655,0.5,0.0,0.0,0.0,8
5,0.6442307692307693,0.7363214506192282,0.4827586206896552,0.53125,0.11764705882352941,1.0,0.0625,8
6,0.5840336134453782,0.6018539513760943,0.6129032258064516,0.6281512605042017,0.5714285714285714,0.7272727272727273,0.47058823529411764,8
7,0.4583333333333333,0.5342855887836706,0.5,0.48958333333333337,0.5625,0.5625,0.5625,8
8,0.4471153846153846,0.5599021505455328,0.4482758620689655,0.5,0.0,0.0,0.0,4
9,0.6470588235294118,0.7079838966509644,0.6,0.5746606334841629,0.6842105263157895,0.6190476190476191,0.7647058823529411,8
10,0.3173076923076923,0.46288149262288636,0.4482758620689655,0.5,0.0,0.0,0.0,4
11,0.7307692307692308,0.8129414375399282,0.6206896551724138,0.6129807692307692,0.6666666666666666,0.6470588235294118,0.6875,8
12,0.5096153846153846,0.6091771308334443,0.4827586206896552,0.46634615384615385,0.5714285714285714,0.5263157894736842,0.625,4
13,0.4660633484162896,0.6122430799472419,0.4666666666666667,0.49321266968325794,0.38461538461538464,0.5555555555555556,0.29411764705882354,8
14,0.4072398190045249,0.5346520283685331,0.4,0.44343891402714936,0.18181818181818182,0.4,0.11764705882352941,8
15,0.4388888888888889,0.5496361231361231,0.48148148148148145,0.4666666666666667,0.5625,0.5294117647058824,0.6,8
16,0.3080357142857143,0.4334545904372134,0.3333333333333333,0.34375,0.23076923076923078,0.3,0.1875,4
17,0.47596153846153844,0.5219932161956747,0.3448275862068966,0.3629807692307692,0.24,0.3333333333333333,0.1875,8
18,0.485576923076923,0.6202696753995507,0.4827586206896552,0.53125,0.11764705882352941,1.0,0.0625,4
19,0.5931372549019608,0.7104298150461834,0.5862068965517241,0.5980392156862745,0.6,0.6923076923076923,0.5294117647058824,8
20,0.47767857142857145,0.5229151316522475,0.5666666666666667,0.5357142857142857,0.7111111111111111,0.5517241379310345,1.0,8
21,0.7589285714285714,0.7159783639563052,0.5,0.5267857142857143,0.21052631578947367,0.6666666666666666,0.125,8
22,0.6428571428571428,0.6848357286640622,0.5517241379310345,0.5380952380952381,0.6829268292682927,0.5384615384615384,0.9333333333333333,8
23,0.43137254901960786,0.6106225595576488,0.41379310344827586,0.5,0.0,0.0,0.0,8
24,0.696078431372549,0.8238508223802342,0.41379310344827586,0.5,0.0,0.0,0.0,4
25,0.4205128205128205,0.5341434185010037,0.5357142857142857,0.5153846153846154,0.6486486486486487,0.5454545454545454,0.8,8
26,0.497737556561086,0.5943196652742054,0.5666666666666667,0.5,0.723404255319149,0.5666666666666667,1.0,8
27,0.5048076923076923,0.5727805463043634,0.5172413793103449,0.5192307692307692,0.5333333333333333,0.5714285714285714,0.5,8
28,0.7194570135746606,0.7657511909264778,0.7,0.6900452488687783,0.7428571428571429,0.7222222222222222,0.7647058823529411,8
29,0.6515837104072398,0.6919487318592177,0.6,0.5927601809954751,0.6470588235294118,0.6470588235294118,0.6470588235294118,8
30,0.7205882352941176,0.7705248726465264,0.6206896551724138,0.6397058823529411,0.6206896551724138,0.75,0.5294117647058824,8
31,0.7019230769230769,0.7186478230689682,0.6206896551724138,0.6129807692307692,0.6666666666666666,0.6470588235294118,0.6875,8
32,0.6857142857142857,0.7517516145211245,0.6551724137931034,0.6619047619047619,0.5833333333333334,0.7777777777777778,0.4666666666666667,8
33,0.4322916666666667,0.5574200603140821,0.5,0.48958333333333337,0.5625,0.5625,0.5625,8
34,0.2171945701357466,0.470497398306303,0.3333333333333333,0.36651583710407243,0.16666666666666666,0.2857142857142857,0.11764705882352941,8
35,0.44642857142857145,0.5274692346520473,0.5333333333333333,0.5,0.6956521739130435,0.5333333333333333,1.0,8
36,0.6778846153846154,0.7037406487374519,0.5517241379310345,0.5360576923076923,0.6285714285714286,0.5789473684210527,0.6875,8
37,0.39732142857142855,0.5416690695613275,0.4666666666666667,0.4955357142857143,0.1111111111111111,0.5,0.0625,4
38,0.6813725490196079,0.7032060268592777,0.6551724137931034,0.6323529411764706,0.7222222222222222,0.6842105263157895,0.7647058823529411,8
39,0.39215686274509803,0.5318673003135919,0.5862068965517241,0.5,0.7391304347826086,0.5862068965517241,1.0,4
40,0.6476190476190476,0.6502988386759002,0.4827586206896552,0.5,0.0,0.0,0.0,4
