Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
ADC_IB_MedianIntensity,ADC_IB_MedianIntensity,0.040028780797662304,4
ADC_IH_IntensityHistogramMedian_Intensity,ADC_IH_IntensityHistogramMedian_Intensity,0.04000498501630814,4
Post2_GLCM_Autocorrelation,Post2_GLCM_Autocorrelation,0.039129303497133956,2
Pre_GLCM_ClusterProminence,Pre_GLCM_ClusterProminence,0.03845286254852772,2
Post2_IH_IntensityHistogramMode_Intensity,Post2_IH_IntensityHistogramMode_Intensity,0.03580952376406215,4
Post2_GLSZM_HighGrayLevelZoneEmphasis,Post2_GLSZM_HighGrayLevelZoneEmphasis,0.03476555123053211,2
ADC_IH_IntensityHistogramStd_Intensity,ADC_IH_IntensityHistogramStd_Intensity,0.03045047113545423,2
Post2_Morph_Compactness2,Post2_Morph_Compactness2,0.021851711523550008,3
T2_GLCM_ClusterShade,T2_GLCM_ClusterShade,0.021601480795844206,3
Post2_Morph_Compactness1,Post2_Morph_Compactness1,0.02071045813440558,2
Pre_Morph_Compactness1,Pre_Morph_Compactness1,0.02069210035623696,2
T2_Morph_Compactness1,T2_Morph_Compactness1,0.02063919602392663,2
Post2_Morph_Sphericity,Post2_Morph_Sphericity,0.02025976443685284,2
Pre_GLCM_Correlation,Pre_GLCM_Correlation,0.008160053700280466,3
ADC_GLSZM_GreyLevelVariance,ADC_GLSZM_GreyLevelVariance,0.007082194353883787,2
Pre_GLCM_AngularSecondMoment,Pre_GLCM_AngularSecondMoment,0.006509605936775823,2
T2_IB_IntensityBasedEnergy,T2_IB_IntensityBasedEnergy,0.006352800996451583,2
