Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
SVM_Linear,0.7328402366863905,0.7341838823838732,0.6344738935861862,0.8239752672234264,0.7724343075236334,0.7814271722399696,0.6669935585848242,0.8827889645148603,0.7008547008547008,0.698076923076923,0.7230769230769231,0.6730769230769231,0.734375,0.660377358490566,0.7286821705426356,0.39539347408829173,0.21219662919676804,35,17,18,47,10.4,5.727128425310542
SVM_RBF,0.7310650887573966,0.7320064073194907,0.6337553329474317,0.819520678641827,0.816734149410876,0.8173274066007936,0.7364685843497263,0.8858704667076176,0.6752136752136753,0.6730769230769231,0.6923076923076923,0.6538461538461539,0.7142857142857143,0.6296296296296297,0.703125,0.3448275862068966,0.21347397049819475,34,18,20,45,10.4,5.727128425310542
LogisticRegression,0.728698224852071,0.7303460389677727,0.6352329734379834,0.8207062175893021,0.7976988754380183,0.7991855273025698,0.7053148562776144,0.8802402048699133,0.7008547008547008,0.7038461538461538,0.676923076923077,0.7307692307692307,0.7586206896551724,0.6440677966101694,0.7154471544715447,0.4022770398481974,0.21085068067928803,38,14,21,44,10.4,5.727128425310542
LightGBM,0.724112426035503,0.725312441599191,0.6301989461473738,0.8137528013428298,0.7768702086567392,0.778821341504168,0.6718950878708632,0.8726161656280236,0.6837606837606838,0.6903846153846154,0.6307692307692307,0.75,0.7592592592592593,0.6190476190476191,0.6890756302521008,0.3728813559322034,0.23162484106070722,39,13,24,41,10.4,5.727128425310542
XGBoost,0.7150887573964497,0.7160750244879,0.6198796623912722,0.8048206780733992,0.7643181329575166,0.7687291679746615,0.6568505725495043,0.8623659296230295,0.7008547008547008,0.6961538461538461,0.7384615384615385,0.6538461538461539,0.7272727272727273,0.6666666666666666,0.732824427480916,0.3930635838150289,0.22670960226360187,34,18,17,48,10.4,5.727128425310542
ExtraTrees,0.7136094674556213,0.7151833738261112,0.6175875239853734,0.8079826218863102,0.77261613966522,0.7751807347859826,0.6713448513859531,0.865147891639896,0.6837606837606838,0.6923076923076923,0.6153846153846154,0.7692307692307693,0.7692307692307693,0.6153846153846154,0.6837606837606838,0.375234521575985,0.218358879922638,40,12,25,40,10.4,5.727128425310542
RandomForest,0.695414201183432,0.6966395367456882,0.5969369479134938,0.7888954056695993,0.7658881871075478,0.767583590411089,0.667195342580072,0.8577806262572053,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.7377049180327869,0.6428571428571429,0.7142857142857143,0.38167938931297707,0.22201571634133938,36,16,20,45,10.4,5.727128425310542
GradientBoosting,0.6795857988165681,0.6797726030073188,0.5797703460038987,0.7726484955684401,0.7358545448115599,0.7387547443604887,0.6292789828138915,0.8347880090894332,0.5897435897435898,0.573076923076923,0.7230769230769231,0.4230769230769231,0.6103896103896104,0.55,0.6619718309859155,0.14960629921259838,0.2294337931630987,22,30,18,47,10.4,5.727128425310542
KNN,0.6784023668639053,0.6801953918999357,0.5811530883646268,0.7823491980983057,0.7615583495554434,0.7642433119318819,0.6511521676355178,0.8565769058025865,0.6068376068376068,0.6,0.6615384615384615,0.5384615384615384,0.6417910447761194,0.56,0.6515151515151515,0.20077220077220082,0.23007858699876788,28,24,22,43,10.4,5.727128425310542
NaiveBayes,0.5912721893491124,0.5927851634567849,0.4879884800208803,0.6952391562685677,0.6448520349759344,0.6563727560988156,0.5342249499208155,0.773655234842655,0.5811965811965812,0.5615384615384615,0.7384615384615385,0.38461538461538464,0.6,0.5405405405405406,0.6620689655172414,0.12673267326732673,0.3389133204899727,20,32,17,48,10.4,5.727128425310542
