k,mean_score,std_score,fold_scores,metric,tuning_model
16,0.6991215784559438,0.10877470397441644,"[0.6206140350877194, 0.6238095238095238, 0.8529411764705882]",auc,LogisticRegression
14,0.6966632266941865,0.10029151421347217,"[0.618421052631579, 0.6333333333333333, 0.8382352941176471]",auc,LogisticRegression
12,0.6933633102363753,0.10245145860206185,"[0.6228070175438597, 0.6190476190476191, 0.8382352941176471]",auc,LogisticRegression
18,0.6919013219322817,0.10347406022132274,"[0.618421052631579, 0.6190476190476191, 0.8382352941176471]",auc,LogisticRegression
10,0.6738562091503267,0.11643254735529514,"[0.5833333333333333, 0.6000000000000001, 0.8382352941176471]",auc,LogisticRegression
8,0.670591920978918,0.12958584287350902,"[0.5635964912280702, 0.5952380952380952, 0.8529411764705882]",auc,LogisticRegression
4,0.6668005798810753,0.07976560431688912,"[0.6162280701754386, 0.6047619047619048, 0.7794117647058824]",auc,LogisticRegression
6,0.6403238488377807,0.08852693071420592,"[0.5657894736842105, 0.5904761904761905, 0.7647058823529411]",auc,LogisticRegression
