Fold,Feature_Rank_in_Fold,Feature_Name
1,1,T2_IB_StandardDeviation
1,2,ADC_GLSZM_GreyLevelVariance
1,3,T2_GLSZM_NormalisedZoneSizeNonUniformity
1,4,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
1,5,ADC_IH_IntensityHistogramMedian_Intensity
1,6,T2_Morph_Compactness1
1,7,T2_IB_IntensityBasedCoefficientOfVariation
1,8,T2_GLCM_ClusterShade
1,9,T2_Morph_Compactness2
1,10,ADC_IB_MedianIntensity
2,1,ADC_IH_IntensityHistogramMedian_Intensity
2,2,T2_Morph_Compactness2
2,3,T2_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm
2,4,ADC_GLSZM_SmallZoneEmphasis
2,5,T2_IH_IntensityHistogramSkewness_Intensity
2,6,T2_IB_IntensityBasedQuartileCoefficientOfDispersion
3,1,T2_Morph_Compactness1
3,2,T2_IB_50thIntensityPercentile
3,3,T2_IB_IntensityBasedQuartileCoefficientOfDispersion
3,4,ADC_IH_IntensityHistogramMedian_Intensity
3,5,ADC_GLCM_ClusterTendency
3,6,T2_Morph_Sphericity
3,7,T2_IH_IntensityHistogramMode_Intensity
3,8,ADC_IB_StandardDeviation
3,9,T2_IB_IntensityBasedCoefficientOfVariation
3,10,T2_IB_RootMeanSquareIntensity
3,11,T2_Morph_Compactness2
3,12,ADC_IB_MedianIntensity
3,13,T2_IB_TotalLesionGlycolysis
3,14,T2_IB_IntensityInterquartileRange
3,15,ADC_IH_IntensityHistogramStd_Intensity
3,16,T2_GLCM_ClusterShade
3,17,T2_IB_IntensityBasedRobustMeanAbsoluteDeviation
3,18,T2_IB_AreaUnderCurveCIVH
4,1,ADC_IH_IntensityHistogramMedian_Intensity
4,2,T2_IB_IntensityBasedQuartileCoefficientOfDispersion
4,3,T2_Morph_Compactness2
4,4,T2_GLCM_ClusterShade
4,5,ADC_GLCM_ClusterTendency
4,6,T2_GLSZM_SmallZoneLowGreyLevelEmphasis
4,7,T2_IB_TotalLesionGlycolysis
4,8,T2_IB_IntensityBasedCoefficientOfVariation
4,9,ADC_IH_IntensityHistogramStd_Intensity
4,10,T2_Morph_Sphericity
5,1,ADC_IB_MedianIntensity
5,2,ADC_GLCM_ClusterTendency
5,3,T2_IB_IntensityBasedEnergy
5,4,T2_GLSZM_NormalisedZoneSizeNonUniformity
5,5,T2_IB_IntensityBasedMeanAbsoluteDeviation
5,6,T2_Morph_Sphericity
5,7,T2_IB_IntensityBasedCoefficientOfVariation
5,8,ADC_IH_IntensityHistogramMedian_Intensity
5,9,T2_GLCM_ClusterShade
5,10,T2_Morph_Compactness2
5,11,T2_IB_StandardDeviation
5,12,T2_Morph_Compactness1
5,13,T2_GLCM_ClusterProminence
5,14,T2_IB_IntensityBasedQuartileCoefficientOfDispersion
