Fold,Feature_Rank_in_Fold,Feature_Name
1,1,ADC_GLSZM_SmallZoneEmphasis
1,2,ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
1,3,ADC_GLSZM_LowGrayLevelZoneEmphasis
1,4,ADC_GLCM_DifferenceAverage
1,5,ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
1,6,ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
1,7,Pre_GLRLM_LongRunLowGreyLevelEmphasis
1,8,ADC_GLSZM_GreyLevelVariance
1,9,Pre_GLSZM_SmallZoneEmphasis
1,10,ADC_NGTDM_Coarseness
2,1,Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
2,2,Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
2,3,ADC_IH_MaximumHistogramGradient_Intensity
2,4,Pre_GLSZM_NormalisedGreyLevelNonUniformity
2,5,ADC_NGTDM_Coarseness
2,6,ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
2,7,Pre_Morph_Compacity
2,8,Pre_IB_IntensityBasedCoefficientOfVariation
2,9,ADC_GLCM_ClusterTendency
2,10,ADC_GLSZM_GreyLevelVariance
2,11,ADC_GLRLM_RunEntropy
2,12,ADC_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist
2,13,ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
2,14,ADC_GLRLM_ShortRunHighGreyLevelEmphasis
2,15,Pre_IH_IntensityHistogramMinimumGreyLevel_Intensity
2,16,ADC_IB_AreaUnderCurveCIVH
2,17,Pre_GLCM_ClusterShade
2,18,ADC_GLSZM_HighGrayLevelZoneEmphasis
3,1,Pre_GLSZM_SmallZoneHighGreyLevelEmphasis
3,2,ADC_NGTDM_Coarseness
3,3,Pre_Morph_Compacity
3,4,ADC_IB_MinimumIntensity
3,5,Pre_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm
3,6,Pre_GLSZM_ZoneSizeVariance
3,7,Pre_GLRLM_LongRunLowGreyLevelEmphasis
3,8,ADC_IH_IntensityHistogramInterquartileRange_Intensity
3,9,Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
3,10,ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
3,11,ADC_GLCM_DifferenceAverage
3,12,ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
3,13,Pre_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist
3,14,ADC_Morph_Compactness1
4,1,Pre_GLSZM_NormalisedZoneSizeNonUniformity
4,2,ADC_GLSZM_SmallZoneLowGreyLevelEmphasis
4,3,ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
4,4,Pre_IB_IntensitySkewness
4,5,ADC_GLSZM_ZoneSizeNonUniformity
4,6,ADC_GLSZM_LargeZoneLowGreyLevelEmphasis
4,7,Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm
4,8,ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
5,1,ADC_GLSZM_LargeZoneEmphasis
5,2,ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
5,3,Pre_GLSZM_NormalisedZoneSizeNonUniformity
5,4,ADC_GLCM_ClusterTendency
5,5,ADC_IB_MedianIntensity
5,6,Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
5,7,ADC_NGTDM_Coarseness
5,8,Pre_NGTDM_Busyness
5,9,Pre_GLCM_ClusterShade
5,10,ADC_IH_MaximumHistogramGradient_Intensity
