Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
LogisticRegression vs ExtraTrees,LogisticRegression,ExtraTrees,0.7879365079365079,0.729642857142857,0.05829365079365083,1.0,0.125,0.375
LogisticRegression vs GradientBoosting,LogisticRegression,GradientBoosting,0.7879365079365079,0.7632936507936507,0.02464285714285719,5.0,0.625,0.703125
LogisticRegression vs KNN,LogisticRegression,KNN,0.7879365079365079,0.7632738095238094,0.024662698412698435,2.0,0.1875,0.421875
LogisticRegression vs LightGBM,LogisticRegression,LightGBM,0.7879365079365079,0.6752380952380953,0.1126984126984127,1.0,0.125,0.375
LogisticRegression vs NaiveBayes,LogisticRegression,NaiveBayes,0.7879365079365079,0.7265873015873016,0.061349206349206355,2.0,0.375,0.5625
LogisticRegression vs RandomForest,LogisticRegression,RandomForest,0.7879365079365079,0.7202777777777778,0.06765873015873014,1.0,0.25,0.45
LogisticRegression vs SVM_Linear,LogisticRegression,SVM_Linear,0.7879365079365079,0.7803571428571429,0.007579365079365097,4.0,0.4375,0.5625
LogisticRegression vs SVM_RBF,LogisticRegression,SVM_RBF,0.7879365079365079,0.786984126984127,0.0009523809523809934,6.0,0.8125,0.8125
LogisticRegression vs XGBoost,LogisticRegression,XGBoost,0.7879365079365079,0.6439682539682539,0.14396825396825402,0.0,0.0625,0.375
