model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
SVM_RBF,0.7992573605731501,0.08413467143055636,0.721875,0.8374717903522562,0.10778518269876888,0.7693060774488253,0.6570168961473309,0.1669661209954511,0.6491228070175439,0.6897501329080276,0.1230284240862895,0.6371875,0.7022173489278752,0.1624258551552509,0.7014925373134329,0.7413502673796791,0.17665888714328268,0.6714285714285714,0.8037426900584794,0.27585325314426,0.734375,114,5
LogisticRegression,0.768654015663585,0.07831535156405539,0.7134375,0.79756689858008,0.12070144062594239,0.7430466336196124,0.710163749294184,0.11943901723428996,0.7017543859649122,0.7333466241360979,0.07457363478234219,0.6993750000000001,0.7290144503771506,0.1343445640555482,0.7301587301587301,0.7735180995475113,0.1299833140978435,0.7419354838709677,0.7742690058479532,0.23811555703359505,0.71875,114,5
KNN,0.7682969015744134,0.0568975221891379,0.73171875,0.8053433897673976,0.07562521474049895,0.7812219985009948,0.6955783347087695,0.04443345680473084,0.6929824561403509,0.7015781878939775,0.019230887014059315,0.685,0.7263095238095237,0.06126084521505223,0.732824427480916,0.7187165775401069,0.10682345231387183,0.7164179104477612,0.7741520467836256,0.1590601994648389,0.75,114,5
SVM_Linear,0.7604528078690758,0.0672413459008791,0.7024999999999999,0.7907617370429646,0.11563164697999812,0.7282488661829747,0.6715733541820499,0.14588430698777916,0.6666666666666666,0.6927764486975013,0.10927112200312972,0.6484375,0.727083842083842,0.12323012724012028,0.7285714285714285,0.7238636363636364,0.17366670367961198,0.6710526315789473,0.8514619883040936,0.24532425121804907,0.796875,114,5
ExtraTrees,0.726285795986753,0.09757649984870947,0.69421875,0.7628026444491034,0.12450930956818176,0.7639116590376783,0.6729343120647469,0.12613633324711812,0.6666666666666666,0.6949375332270069,0.10821589191276675,0.676875,0.6109450549450549,0.2562747254579723,0.6666666666666666,0.74,0.16384274303259344,0.76,0.62093567251462,0.3498688044035815,0.59375,114,5
RandomForest,0.7137330815560482,0.05715407351647252,0.6931249999999999,0.7564862223750934,0.08337694453553472,0.7264857638943755,0.6652420043724392,0.11043558568480487,0.6578947368421053,0.6694322928533454,0.0786676770397247,0.6581250000000001,0.6783424908424909,0.10938682062257812,0.6829268292682927,0.7284967320261437,0.08374342258967173,0.711864406779661,0.6884316852737905,0.2129315388016271,0.65625,114,5
NaiveBayes,0.7089730179443098,0.17583776844847057,0.6693749999999999,0.7531221073961926,0.12584651087074944,0.7356557414412492,0.5822539779061519,0.15397483926748612,0.5877192982456141,0.5676127819548873,0.14170399302528955,0.5496875,0.6883843843843843,0.13298434212216145,0.7006369426751592,0.594451871657754,0.1758463070520731,0.5913978494623656,0.8673684210526316,0.16810496654886004,0.859375,114,5
XGBoost,0.6771232028648296,0.09361535512190654,0.6490625,0.7574000675317012,0.08352694280728205,0.730216454424469,0.5714604236343367,0.11319990233582715,0.5701754385964912,0.5763474975317081,0.10212852915526562,0.55375,0.6384981684981685,0.10175138493289375,0.6423357664233577,0.614126559714795,0.14755186619279442,0.6027397260273972,0.7121105794790006,0.15508313697434883,0.6875,114,5
LightGBM,0.6696768551314006,0.03447453311394357,0.63828125,0.7137867308977148,0.08797473545578946,0.7144409278468513,0.6611837437924395,0.08847723055565909,0.6578947368421053,0.6761350345560873,0.04478338908408988,0.6581250000000001,0.669055944055944,0.10119483585308031,0.6829268292682927,0.7513888888888889,0.1631811460302724,0.711864406779661,0.6795427963849016,0.21086150988193952,0.65625,114,5
GradientBoosting,0.6645058698168747,0.08719497404847519,0.6256250000000001,0.7308044869548558,0.09085098751341729,0.6721832727795747,0.5656155438764134,0.09630406561698453,0.5701754385964912,0.5653905597326649,0.10095515165423982,0.5515625,0.6349385257099143,0.09402068233637932,0.6474820143884892,0.5980769230769231,0.14751391469819314,0.6,0.7114088250930356,0.13285533713667222,0.703125,114,5
