fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.6975308641975309,0.781847697864322,0.6666666666666666,0.5833333333333334,0.7692307692307693,0.7142857142857143,0.8333333333333334,10
2,0.595959595959596,0.6774891774891775,0.7,0.7070707070707071,0.7,0.7777777777777778,0.6363636363636364,18
3,0.8,0.8555745649226253,0.7096774193548387,0.70625,0.7428571428571429,0.6842105263157895,0.8125,12
4,0.55,0.6991668258212376,0.4230769230769231,0.45625,0.4,0.5555555555555556,0.3125,4
5,0.5,0.33958333333333335,0.5384615384615384,0.5972222222222222,0.5,0.375,0.75,6
