Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
SVM_RBF,0.7650793650793651,0.7660900930278417,0.6770239953697803,0.8479702194357367,0.7948672459253328,0.7998839980363383,0.6898005197816811,0.8888414600838344,0.7256637168141593,0.7188888888888889,0.7777777777777778,0.66,0.7424242424242424,0.7021276595744681,0.7596899224806202,0.440504711707395,0.1936880855441604,33,17,14,49,6.0,2.449489742783178
LogisticRegression,0.7622222222222222,0.7635283184283973,0.6695838057760288,0.8480581260844418,0.7776658429788068,0.7855517098469283,0.6611403537131667,0.8840433554759161,0.7256637168141593,0.720952380952381,0.7619047619047619,0.68,0.75,0.6938775510204082,0.7559055118110236,0.4428185143947829,0.19585974516716997,34,16,15,48,6.0,2.449489742783178
SVM_Linear,0.7561904761904761,0.7575723005159625,0.6645740176652669,0.8405238601464682,0.7845463069078809,0.7906421174558049,0.674884861485361,0.8832873332765517,0.7256637168141593,0.725079365079365,0.7301587301587301,0.72,0.7666666666666667,0.6792452830188679,0.7479674796747967,0.44738917810380185,0.19887410504301267,36,14,17,46,6.0,2.449489742783178
GradientBoosting,0.7212698412698413,0.7208068444035348,0.6237980898574119,0.8197092652502564,0.7211534892003288,0.7355852588407387,0.6033439701916024,0.850572436704636,0.672566371681416,0.6712698412698412,0.6825396825396826,0.66,0.7166666666666667,0.6226415094339622,0.6991869918699187,0.34043224483356993,0.21867275827052174,33,17,20,43,6.0,2.449489742783178
ExtraTrees,0.714920634920635,0.7152278612844697,0.6186322070476659,0.808782802403877,0.773065033261582,0.7779921067765759,0.6718213958161818,0.873517473355665,0.672566371681416,0.6692063492063491,0.6984126984126984,0.64,0.7096774193548387,0.6274509803921569,0.704,0.3377158244891494,0.22481432424545444,32,18,19,44,6.0,2.449489742783178
RandomForest,0.6987301587301586,0.6990414824621644,0.6002580448763418,0.797018649565089,0.733474619704122,0.7390308830874867,0.6229772096527576,0.840157945823776,0.672566371681416,0.6712698412698412,0.6825396825396826,0.66,0.7166666666666667,0.6226415094339622,0.6991869918699187,0.34043224483356993,0.21796125237414812,33,17,20,43,6.0,2.449489742783178
KNN,0.6987301587301586,0.6985920305308364,0.5966264672182993,0.7939722273724545,0.7201059706726067,0.7285758572571565,0.6061491163766574,0.8390736772063336,0.672566371681416,0.6733333333333333,0.6666666666666666,0.68,0.7241379310344828,0.6181818181818182,0.6942148760330579,0.3431264728986646,0.23791908652022944,34,16,21,42,6.0,2.449489742783178
NaiveBayes,0.6803174603174603,0.6798737812555887,0.5789914978737304,0.7742169689670694,0.7373614172582621,0.7431432295374931,0.6282221828026194,0.8407494507727067,0.6017699115044248,0.5726984126984127,0.8253968253968254,0.32,0.6046511627906976,0.5925925925925926,0.697986577181208,0.1526412264622562,0.2939242760232079,16,34,11,52,6.0,2.449489742783178
XGBoost,0.6638095238095238,0.6635548035095423,0.5618633139909736,0.7611301642258925,0.7094117193607166,0.7162593322857949,0.599692690554094,0.8252104181343843,0.6371681415929203,0.6353968253968254,0.6507936507936508,0.62,0.6833333333333333,0.5849056603773585,0.6666666666666666,0.2691276226534154,0.24828742007558965,31,19,22,41,6.0,2.449489742783178
LightGBM,0.6526984126984127,0.6531429087708243,0.5497968880534672,0.7512579409455376,0.718160154419976,0.722874248914441,0.6109476512457943,0.8249359176256281,0.6194690265486725,0.6215873015873016,0.6031746031746031,0.64,0.6785714285714286,0.5614035087719298,0.6386554621848739,0.2397120951337819,0.26164165500168596,32,18,25,38,6.0,2.449489742783178
