Metric,Value
ROC-AUC,0.7806349206349207
PR-AUC,0.8077187212172838
Balanced Acc.,0.7309523809523809
Sensitivity,0.7619047619047619
Specificity,0.7
PPV,0.7619047619047619
NPV,0.7
Kappa,0.46190476190476193
