metric,mean,std,min,max,pooled
AUC,0.818967252842851,0.045151133879391195,0.7333333333333333,0.8677685950413223,0.7521875
PR_AUC,0.86800318579342,0.07653465534115331,0.7258891108891108,0.9425743923666361,0.8209019572782679
Accuracy,0.6883189274493622,0.06401599676951249,0.5769230769230769,0.7619047619047619,0.6842105263157895
Bal_Accuracy,0.7148577884104199,0.03350429708185558,0.6818181818181818,0.7777777777777777,0.6793750000000001
F1_Score,0.7181780538302277,0.07126717905877775,0.5925925925925926,0.8,0.71875
Precision,0.7414102564102565,0.14513567979301623,0.6153846153846154,1.0,0.71875
Recall,0.763806485911749,0.17711765396884702,0.42105263157894735,0.9090909090909091,0.71875
