fold,n_estimators,max_depth,learning_rate,subsample
1,100,1,0.07772235382026987,0.8730704498200098
2,25,2,0.01087617173758401,0.9671234690326227
3,25,1,0.046854260167712165,0.9477558265315142
4,25,2,0.07786135445417827,0.7627606366351568
5,100,1,0.07772235382026987,0.8730704498200098
