Metric,Value
ROC-AUC,0.7682539682539682
PR-AUC,0.8083378917009849
Balanced Acc.,0.7071428571428571
Sensitivity,0.7142857142857143
Specificity,0.7
PPV,0.75
NPV,0.660377358490566
Kappa,0.4117368670137246
