model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
ExtraTrees,0.761031746031746,0.07411542685472709,0.7288888888888888,0.7873761317566375,0.14596663200236548,0.7631305431562956,0.6968487394957983,0.10278585435309169,0.6814159292035398,0.7167063492063492,0.07208957817487274,0.6833333333333333,0.7070021786492375,0.1266553716617076,0.7,0.7715416936005172,0.12859945622061736,0.7368421052631579,0.7093650793650793,0.19488573184224278,0.6666666666666666,113,5
SVM_RBF,0.7429365079365079,0.0652988941577979,0.7053968253968255,0.7819643788344093,0.1471481475004294,0.7455213202903659,0.6861344537815126,0.08960236594316387,0.672566371681416,0.6981746031746032,0.06877413454390052,0.6630158730158731,0.7269505180575961,0.08888668511317464,0.7175572519083969,0.7178671328671329,0.13368374374609918,0.6911764705882353,0.7815873015873016,0.1466433019251002,0.746031746031746,113,5
LogisticRegression,0.7346825396825396,0.07127302287238559,0.7253968253968254,0.7980720317816734,0.11508063261698884,0.7898977766181194,0.6798459383753501,0.049309912684533976,0.672566371681416,0.6948412698412698,0.04687514172314174,0.6671428571428571,0.7139126984126984,0.04804560013797088,0.7086614173228346,0.7243650793650793,0.12948421819434544,0.703125,0.733015873015873,0.08893082910799394,0.7142857142857143,113,5
SVM_Linear,0.7290476190476192,0.06271619197385704,0.7079365079365079,0.7886315342410359,0.13104193883884827,0.7669994975750949,0.6488935574229693,0.07334061930838187,0.6371681415929203,0.6476190476190475,0.06211857661841997,0.623015873015873,0.7042008757525998,0.06679132621284443,0.6962962962962963,0.673202614379085,0.11180451978753041,0.6527777777777778,0.7704761904761904,0.11593431733530858,0.746031746031746,113,5
KNN,0.6962301587301587,0.0694915939711636,0.6750793650793651,0.7541522944725072,0.14778576262191875,0.7272985161961596,0.6304621848739496,0.08193684301223017,0.6194690265486725,0.6409523809523809,0.06854744951102933,0.6133333333333333,0.6647108621226269,0.08928127870824037,0.6614173228346457,0.676923076923077,0.13400962607834113,0.65625,0.687142857142857,0.14229731577615054,0.6666666666666666,113,5
NaiveBayes,0.6832936507936507,0.07355460330545276,0.6209523809523809,0.7424027869767666,0.0643679016400866,0.6817927675542572,0.6397478991596639,0.063698067174903,0.6371681415929203,0.6241269841269841,0.08552794265357248,0.6168253968253968,0.7096209150326798,0.0132195497018189,0.7092198581560284,0.6616494133885438,0.08674215692969633,0.6410256410256411,0.8006349206349206,0.12741435056403508,0.7936507936507936,113,5
RandomForest,0.6804365079365079,0.04895635419199669,0.6619047619047619,0.727170492224666,0.0935319863681948,0.6658196927062314,0.6555602240896359,0.06337050757610328,0.6460176991150443,0.6644047619047619,0.07092521052156518,0.6453968253968254,0.6735190097259063,0.09338142613486801,0.6721311475409836,0.7505952380952381,0.16242650527088387,0.6949152542372882,0.687142857142857,0.19213326818581988,0.6507936507936508,113,5
XGBoost,0.6763095238095238,0.11861014858324212,0.666984126984127,0.7216483866979648,0.14759468935747655,0.6886389732146903,0.6517507002801121,0.09085459110386575,0.6371681415929203,0.6483333333333332,0.06651361872911764,0.6374603174603175,0.6621391380012069,0.11982178619020964,0.6611570247933884,0.6944877344877345,0.1116796757178936,0.6896551724137931,0.6580952380952381,0.16116106817931997,0.6349206349206349,113,5
GradientBoosting,0.6752777777777778,0.0718948186824945,0.6530158730158729,0.7141821912968898,0.127380867627882,0.6494533280973263,0.6459383753501401,0.06894342170073502,0.6371681415929203,0.6461507936507938,0.05668683781315306,0.6250793650793651,0.6953130689972795,0.07206403590866951,0.6917293233082706,0.6683974358974358,0.12359991712569217,0.6571428571428571,0.744920634920635,0.06885962365725794,0.7301587301587301,113,5
LightGBM,0.6721825396825397,0.05430427604317585,0.6749206349206348,0.7346270575974367,0.09270183590729715,0.7021286418240549,0.6578011204481793,0.08569054613490548,0.6460176991150443,0.6532142857142856,0.10634982823793533,0.6433333333333333,0.6826215151072835,0.09961315457406246,0.6774193548387096,0.7371288515406162,0.17780620574950398,0.6885245901639344,0.6980952380952381,0.1665090713717435,0.6666666666666666,113,5
