fold,n_estimators,max_depth,learning_rate,subsample
1,50,2,0.015788812679741075,0.8413977881737222
2,25,2,0.01087617173758401,0.9671234690326227
3,25,1,0.046854260167712165,0.9477558265315142
4,100,1,0.03970483329496214,0.8811413617128561
5,100,1,0.03370349431371948,0.9997795738303906
