Metric,Value
ROC-AUC,0.7904761904761903
PR-AUC,0.8405974757837662
Balanced Acc.,0.7192063492063492
Sensitivity,0.6984126984126984
Specificity,0.74
PPV,0.7719298245614035
NPV,0.6607142857142857
Kappa,0.4330511132016306
