k,mean_score,std_score,fold_scores,metric,tuning_model
4,0.7009830447330447,0.09446634546679578,"[0.8333333333333334, 0.6190476190476191, 0.6505681818181819]",auc,LogisticRegression
18,0.6606331168831169,0.08956193608064815,"[0.7666666666666667, 0.5476190476190476, 0.6676136363636364]",auc,LogisticRegression
16,0.6492648423005566,0.09126083042420652,"[0.72, 0.5204081632653061, 0.7073863636363635]",auc,LogisticRegression
6,0.646134817563389,0.040584129928022565,"[0.7, 0.6020408163265306, 0.6363636363636364]",auc,LogisticRegression
12,0.6332062976705833,0.05898498966106505,"[0.6866666666666666, 0.5510204081632653, 0.6619318181818181]",auc,LogisticRegression
14,0.6207367037724181,0.05802271558022595,"[0.6333333333333333, 0.5442176870748299, 0.6846590909090909]",auc,LogisticRegression
10,0.6118828592042878,0.062362931752397086,"[0.7, 0.564625850340136, 0.5710227272727273]",auc,LogisticRegression
8,0.602948618841476,0.054749391782352434,"[0.6799999999999999, 0.5578231292517006, 0.5710227272727273]",auc,LogisticRegression
