Metric,Value
ROC-AUC,0.7196875
PR-AUC,0.7383425518211547
Balanced Acc.,0.6903125
Sensitivity,0.640625
Specificity,0.74
PPV,0.7592592592592593
NPV,0.6166666666666667
Kappa,0.37247706422018345
