fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7385620915032679,0.8580994094522161,0.7692307692307693,0.7189542483660131,0.8333333333333334,0.7894736842105263,0.8823529411764706,4
2,0.625,0.7731687675070027,0.5555555555555556,0.575,0.5,0.6666666666666666,0.4,6
3,0.6743697478991597,0.7651503356436943,0.6774193548387096,0.680672268907563,0.6875,0.7333333333333333,0.6470588235294118,4
4,0.7426470588235294,0.807090253106871,0.7241379310344828,0.7401960784313726,0.7333333333333333,0.8461538461538461,0.6470588235294118,4
5,0.8148148148148148,0.7916666666666666,0.5,0.5555555555555556,0.4,0.2857142857142857,0.6666666666666666,10
