precision,recall,threshold
0.5575221238938053,1.0,0.21590777507582995
0.5625,1.0,0.2416701244933155
0.5675675675675675,1.0,0.2459763503854624
0.5727272727272728,1.0,0.2610266943193107
0.5688073394495413,0.9841269841269841,0.2913576000760704
0.5740740740740741,0.9841269841269841,0.2926420934352827
0.5794392523364486,0.9841269841269841,0.2937028040575155
0.5849056603773585,0.9841269841269841,0.29584332410149444
0.5904761904761905,0.9841269841269841,0.31347058096884645
0.5961538461538461,0.9841269841269841,0.31460889428851774
0.6019417475728155,0.9841269841269841,0.3161245638932681
0.6078431372549019,0.9841269841269841,0.32818008753466243
0.6138613861386139,0.9841269841269841,0.3306476975871645
0.62,0.9841269841269841,0.34366677219622443
0.6262626262626263,0.9841269841269841,0.3542975024574448
0.6224489795918368,0.9682539682539683,0.36102097967729796
0.6185567010309279,0.9523809523809523,0.36559430776864216
0.625,0.9523809523809523,0.3702579788425788
0.6210526315789474,0.9365079365079365,0.3721249807072977
0.6170212765957447,0.9206349206349206,0.3728906095264598
0.6236559139784946,0.9206349206349206,0.38399629827281945
0.6195652173913043,0.9047619047619048,0.3876560761704829
0.6263736263736264,0.9047619047619048,0.38803959275670286
0.6333333333333333,0.9047619047619048,0.3945249684276437
0.6404494382022472,0.9047619047619048,0.39470763125818226
0.6477272727272727,0.9047619047619048,0.3981447119155415
0.6551724137931034,0.9047619047619048,0.4027939809487595
0.6511627906976745,0.8888888888888888,0.42276939618575093
0.6588235294117647,0.8888888888888888,0.42452508070693046
0.6547619047619048,0.873015873015873,0.4259090748572701
0.6506024096385542,0.8571428571428571,0.42711744535952967
0.6585365853658537,0.8571428571428571,0.4311408237049756
0.654320987654321,0.8412698412698413,0.43942546596021376
0.6625,0.8412698412698413,0.4426488543720051
0.6708860759493671,0.8412698412698413,0.4444219774025409
0.6666666666666666,0.8253968253968254,0.444668067163988
0.6753246753246753,0.8253968253968254,0.45508939787005026
0.6710526315789473,0.8095238095238095,0.4552714165604509
0.68,0.8095238095238095,0.4585744214552869
0.6891891891891891,0.8095238095238095,0.4667208376911929
0.684931506849315,0.7936507936507936,0.466833071095136
0.6805555555555556,0.7777777777777778,0.4797636160311162
0.676056338028169,0.7619047619047619,0.4809907245511916
0.6857142857142857,0.7619047619047619,0.489466202616082
0.6956521739130435,0.7619047619047619,0.49314437980239517
0.7058823529411765,0.7619047619047619,0.49411961191995546
0.7164179104477612,0.7619047619047619,0.5
0.7121212121212122,0.746031746031746,0.5053046719069372
0.7076923076923077,0.7301587301587301,0.5077533719204226
0.71875,0.7301587301587301,0.5079249201002627
0.7301587301587301,0.7301587301587301,0.5104992523845983
0.7258064516129032,0.7142857142857143,0.5427739657793431
0.7213114754098361,0.6984126984126984,0.5439939570434724
0.7333333333333333,0.6984126984126984,0.5446761252950514
0.7288135593220338,0.6825396825396826,0.5510039081712239
0.7413793103448276,0.6825396825396826,0.5541618852109446
0.7368421052631579,0.6666666666666666,0.5577597664388616
0.75,0.6666666666666666,0.5633511196421728
0.7636363636363637,0.6666666666666666,0.5671095327299405
0.7777777777777778,0.6666666666666666,0.5684136530310391
0.7924528301886793,0.6666666666666666,0.5737438516204195
0.7884615384615384,0.6507936507936508,0.5885099588331612
0.7843137254901961,0.6349206349206349,0.5913895148484516
0.8,0.6349206349206349,0.5987705103423276
0.7959183673469388,0.6190476190476191,0.6004639563029877
0.7916666666666666,0.6031746031746031,0.607061224299238
0.8085106382978723,0.6031746031746031,0.6080771426633798
0.8043478260869565,0.5873015873015873,0.6085281134414181
0.8,0.5714285714285714,0.6137794898871007
0.8181818181818182,0.5714285714285714,0.6191951651294004
0.813953488372093,0.5555555555555556,0.6192315256656922
0.8333333333333334,0.5555555555555556,0.6211944165833129
0.8292682926829268,0.5396825396825397,0.621698694561662
0.85,0.5396825396825397,0.6219580314260569
0.8461538461538461,0.5238095238095238,0.6248155974036629
0.8421052631578947,0.5079365079365079,0.6285877923148836
0.8378378378378378,0.49206349206349204,0.6295184778388992
0.8333333333333334,0.47619047619047616,0.637322327131102
0.8285714285714286,0.4603174603174603,0.6597521943318789
0.8529411764705882,0.4603174603174603,0.6663276944004521
0.8484848484848485,0.4444444444444444,0.6802813423628723
0.84375,0.42857142857142855,0.6831523063205586
0.8387096774193549,0.4126984126984127,0.6892058466051213
0.8333333333333334,0.3968253968253968,0.6929219941425154
0.8275862068965517,0.38095238095238093,0.6938677778371409
0.8214285714285714,0.36507936507936506,0.7000635590562627
0.8148148148148148,0.3492063492063492,0.7000852586871068
0.8076923076923077,0.3333333333333333,0.7013087028614404
0.8,0.31746031746031744,0.7025181375598027
0.7916666666666666,0.30158730158730157,0.7059647220524985
0.782608695652174,0.2857142857142857,0.707891488819074
0.7727272727272727,0.2698412698412698,0.7148887389469345
0.7619047619047619,0.25396825396825395,0.7151003451541084
0.75,0.23809523809523808,0.7177389757360432
0.7894736842105263,0.23809523809523808,0.7209536229640312
0.7777777777777778,0.2222222222222222,0.7366706609961066
0.7647058823529411,0.20634920634920634,0.739533518013904
0.75,0.19047619047619047,0.7414264157084688
0.7333333333333333,0.1746031746031746,0.7442752971068598
0.7142857142857143,0.15873015873015872,0.7449870076051823
0.6923076923076923,0.14285714285714285,0.7451859801079636
0.75,0.14285714285714285,0.7518308175364472
0.8181818181818182,0.14285714285714285,0.7584366235317958
0.8,0.12698412698412698,0.7613031991558553
0.7777777777777778,0.1111111111111111,0.8044632567676264
0.75,0.09523809523809523,0.8343352079685303
0.7142857142857143,0.07936507936507936,0.834587761697989
0.6666666666666666,0.06349206349206349,0.8492795739182125
0.6,0.047619047619047616,0.8506674974745106
0.5,0.031746031746031744,0.8532224620687725
0.3333333333333333,0.015873015873015872,0.8574961993140922
0.0,0.0,0.8698407058965312
0.0,0.0,0.8704526085173181
1.0,0.0,
