fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7933884297520661,0.8112996851633216,0.7727272727272727,0.7727272727272727,0.8148148148148148,0.6875,1.0,10
2,0.8416666666666667,0.9259091670856376,0.7391304347826086,0.6833333333333333,0.8125,0.7647058823529411,0.8666666666666667,4
3,0.7870370370370371,0.6898589065255732,0.8571428571428571,0.8611111111111112,0.8421052631578947,0.8,0.8888888888888888,18
4,0.8045112781954887,0.9286943620534951,0.5,0.6578947368421053,0.48,1.0,0.3157894736842105,16
5,0.6166666666666667,0.632072372072372,0.6818181818181818,0.6916666666666667,0.6956521739130435,0.6153846153846154,0.8,4
