Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
SVM_RBF,0.6303819444444445,0.6309696898536061,0.5711039797917311,0.6900754783380708,0.6415097644370751,0.6479807354616078,0.5750233832400679,0.7233371251245986,0.6169590643274854,0.60125,0.7291666666666666,0.47333333333333333,0.639269406392694,0.5772357723577236,0.681265206812652,0.20656678355116354,0.24022355411163104,71,79,52,140,8.0,0.0
ExtraTrees,0.612829861111111,0.6134425713629806,0.5514411197692657,0.6747363349547757,0.63944293957391,0.6449450694351517,0.5713102740109146,0.7182769762762301,0.631578947368421,0.6346875000000001,0.609375,0.66,0.6964285714285714,0.5689655172413793,0.65,0.26474201474201475,0.2455991908573166,99,51,75,117,8.0,0.0
LightGBM,0.6048090277777777,0.6053550178189461,0.5443786203904184,0.6645129035559869,0.6556686488054767,0.6597984656612005,0.5876851687129356,0.7312569556418498,0.6052631578947368,0.5952083333333333,0.6770833333333334,0.5133333333333333,0.6403940886699507,0.5539568345323741,0.6582278481012658,0.19195631628688437,0.27077561388524696,77,73,62,130,8.0,0.0
SVM_Linear,0.6047222222222222,0.6051136288999807,0.5442904349298432,0.6652530923549138,0.6448236029707665,0.648394294071672,0.5766612829993717,0.7191134661121292,0.5906432748538012,0.5821875,0.6510416666666666,0.5133333333333333,0.6313131313131313,0.5347222222222222,0.6410256410256411,0.16509730069052098,0.24619597305839802,77,73,67,125,8.0,0.0
XGBoost,0.5462152777777778,0.5464775498888232,0.4861128731535314,0.6081234828955292,0.6009547460849864,0.606349288174054,0.5350695407545303,0.6824586287929201,0.564327485380117,0.55,0.6666666666666666,0.43333333333333335,0.6009389671361502,0.5038759689922481,0.6320987654320988,0.10155506188511576,0.3324300748250602,65,85,64,128,8.0,0.0
NaiveBayes,0.5278472222222222,0.528550316357238,0.46690829560392744,0.5900832835506202,0.5897795557309611,0.59425054061479,0.5215978492642193,0.667681694959811,0.5029239766081871,0.5091666666666667,0.4583333333333333,0.56,0.5714285714285714,0.44680851063829785,0.5086705202312138,0.017839043178593195,0.40616200985703,84,66,104,88,8.0,0.0
LogisticRegression,0.5130555555555555,0.5124061525926641,0.45073759936625624,0.5764249101498139,0.5827294329065559,0.585411856273103,0.5146823216845994,0.6574610381373148,0.5233918128654971,0.5033333333333333,0.6666666666666666,0.34,0.5638766519823789,0.4434782608695652,0.6109785202863962,0.0068412613575628,0.2495705283144831,51,99,64,128,8.0,0.0
