Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
SVM_RBF vs ExtraTrees,SVM_RBF,ExtraTrees,0.6862645309800297,0.6348367134241747,0.05142781755585488,8.0,0.0052021569181277625,0.010404313836255525
SVM_RBF vs LightGBM,SVM_RBF,LightGBM,0.6862645309800297,0.6628907452882496,0.023373785691779874,40.0,0.43262594902013973,0.5191511388241677
SVM_RBF vs LogisticRegression,SVM_RBF,LogisticRegression,0.6862645309800297,0.5,0.18626453098002962,3.0,0.00030517578125,0.0018310546875
SVM_RBF vs NaiveBayes,SVM_RBF,NaiveBayes,0.6862645309800297,0.6310815104523474,0.05518302052768232,22.0,0.055532980815942684,0.08329947122391403
SVM_RBF vs SVM_Linear,SVM_RBF,SVM_Linear,0.6862645309800297,0.646012984463355,0.04025154651667458,45.0,0.972125329731665,0.9721253297316649
SVM_RBF vs XGBoost,SVM_RBF,XGBoost,0.6862645309800297,0.5979321439133568,0.08833238706667262,7.0,0.004276204027205886,0.010404313836255525
