Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
KNN,0.7323809523809524,0.7316179804252372,0.6376545033374735,0.8212354372566636,0.7435797857950085,0.7523680527893287,0.6334996466178474,0.8583000723478388,0.7079646017699115,0.6926984126984127,0.8253968253968254,0.56,0.7027027027027027,0.717948717948718,0.7591240875912408,0.3943478967029397,0.20559768716460627,28,22,11,52,11.6,5.176871642217914
ExtraTrees,0.7057142857142857,0.7055414265915214,0.6033629747445536,0.8016060203094778,0.7522465242148861,0.7574339564637412,0.6456628111717836,0.856861321886905,0.6548672566371682,0.6595238095238095,0.6190476190476191,0.7,0.7222222222222222,0.5932203389830508,0.6666666666666666,0.3132304815334268,0.23250679438238347,35,15,24,39,11.6,5.176871642217914
RandomForest,0.6942857142857142,0.694154764424929,0.5927132133217659,0.7910702137594932,0.7252732857391713,0.7342441195634415,0.617655985653834,0.8408236984387315,0.6814159292035398,0.6792063492063491,0.6984126984126984,0.66,0.7213114754098361,0.6346153846153846,0.7096774193548387,0.3569396142902308,0.2204356653143468,33,17,19,44,11.6,5.176871642217914
SVM_RBF,0.6666666666666667,0.6659439298175018,0.564437106918239,0.7656566961003907,0.7045419326097475,0.7114224180791937,0.5948312516175015,0.8178068433911773,0.6194690265486725,0.6215873015873016,0.6031746031746031,0.64,0.6785714285714286,0.5614035087719298,0.6386554621848739,0.2397120951337819,0.2272030434676777,32,18,25,38,11.6,5.176871642217914
LogisticRegression,0.6584126984126983,0.6588556974954761,0.5483793424317619,0.75786213090961,0.6814870060064007,0.6951405479996111,0.5643788945205048,0.8155549104175761,0.6371681415929203,0.6395238095238096,0.6190476190476191,0.66,0.6964285714285714,0.5789473684210527,0.6554621848739496,0.27507432326709436,0.2398024160163375,33,17,24,39,11.6,5.176871642217914
GradientBoosting,0.6542857142857141,0.6533648197999987,0.5458469898223218,0.7569331915155999,0.6778324551997297,0.6883013996333595,0.5647368764348053,0.8041862800690323,0.6548672566371682,0.6512698412698412,0.6825396825396826,0.62,0.6935483870967742,0.6078431372549019,0.688,0.30191667986694126,0.23722799056566013,31,19,20,43,11.6,5.176871642217914
SVM_Linear,0.653015873015873,0.6538790293283901,0.5425384615384615,0.7539525691699605,0.6554397063748518,0.670345009539237,0.5469125374327014,0.7939172782353895,0.6371681415929203,0.623015873015873,0.746031746031746,0.5,0.6527777777777778,0.6097560975609756,0.6962962962962963,0.2506873685912987,0.2357601527021458,25,25,16,47,11.6,5.176871642217914
XGBoost,0.6403174603174603,0.6401634485270752,0.530927376906461,0.7432557427629277,0.690358954396239,0.6992140295607615,0.5761250590057891,0.809614223606253,0.584070796460177,0.5877777777777777,0.5555555555555556,0.62,0.6481481481481481,0.5254237288135594,0.5982905982905983,0.17235468287361688,0.27732158621057823,31,19,28,35,11.6,5.176871642217914
LightGBM,0.6336507936507937,0.6323810217893626,0.5316476837338907,0.7350197412716142,0.6761541475019228,0.6898438553659795,0.5663765276177749,0.8114435814146943,0.5929203539823009,0.5957142857142856,0.5714285714285714,0.62,0.6545454545454545,0.5344827586206896,0.6101694915254238,0.1883198001249219,0.26531472584814264,31,19,27,36,11.6,5.176871642217914
NaiveBayes,0.6014285714285714,0.6017156638374235,0.4963932681429279,0.7040361475647318,0.660640528949077,0.6737138425471778,0.5498823355946817,0.7879687362765461,0.5575221238938053,0.5185714285714286,0.8571428571428571,0.18,0.5684210526315789,0.5,0.6835443037974683,0.03976886471787899,0.3728435969113838,9,41,9,54,11.6,5.176871642217914
