Metric,Value
ROC-AUC,0.7323809523809524
PR-AUC,0.7435797857950085
Balanced Acc.,0.6926984126984127
Sensitivity,0.8253968253968254
Specificity,0.56
PPV,0.7027027027027027
NPV,0.717948717948718
Kappa,0.3943478967029397
