Model,FS_METHOD,N_Outer_Folds,Mean_Selected_Features,Std_Selected_Features,Min_Selected_Features,Max_Selected_Features,Selected_Features_Per_Fold
LogisticRegression,elasticnet_then_mrmr,5,9.6,4.33589667773576,4,14,"[np.int64(4), np.int64(12), np.int64(6), np.int64(14), np.int64(12)]"
SVM_RBF,elasticnet_then_mrmr,5,9.6,4.33589667773576,4,14,"[np.int64(4), np.int64(12), np.int64(6), np.int64(14), np.int64(12)]"
SVM_Linear,elasticnet_then_mrmr,5,9.6,4.33589667773576,4,14,"[np.int64(4), np.int64(12), np.int64(6), np.int64(14), np.int64(12)]"
RandomForest,elasticnet_then_mrmr,5,9.6,4.33589667773576,4,14,"[np.int64(4), np.int64(12), np.int64(6), np.int64(14), np.int64(12)]"
GradientBoosting,elasticnet_then_mrmr,5,9.6,4.33589667773576,4,14,"[np.int64(4), np.int64(12), np.int64(6), np.int64(14), np.int64(12)]"
ExtraTrees,elasticnet_then_mrmr,5,9.6,4.33589667773576,4,14,"[np.int64(4), np.int64(12), np.int64(6), np.int64(14), np.int64(12)]"
KNN,elasticnet_then_mrmr,5,9.6,4.33589667773576,4,14,"[np.int64(4), np.int64(12), np.int64(6), np.int64(14), np.int64(12)]"
NaiveBayes,elasticnet_then_mrmr,5,9.6,4.33589667773576,4,14,"[np.int64(4), np.int64(12), np.int64(6), np.int64(14), np.int64(12)]"
XGBoost,elasticnet_then_mrmr,5,9.6,4.33589667773576,4,14,"[np.int64(4), np.int64(12), np.int64(6), np.int64(14), np.int64(12)]"
LightGBM,elasticnet_then_mrmr,5,9.6,4.33589667773576,4,14,"[np.int64(4), np.int64(12), np.int64(6), np.int64(14), np.int64(12)]"
