Metric,Value
ROC-AUC,0.6973372781065089
PR-AUC,0.7850136432593129
Balanced Acc.,0.6134615384615385
Sensitivity,0.7076923076923077
Specificity,0.5192307692307693
PPV,0.647887323943662
NPV,0.5869565217391305
Kappa,0.22957198443579774
