Metric,Value
ROC-AUC,0.6971875000000001
PR-AUC,0.7465709582542546
Balanced Acc.,0.6703125
Sensitivity,0.640625
Specificity,0.7
PPV,0.7321428571428571
NPV,0.603448275862069
Kappa,0.33476658476658483
