fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7345679012345679,0.8694817448919617,0.6296296296296297,0.6944444444444444,0.6428571428571429,0.9,0.5,8
2,0.3939393939393939,0.6000000000000001,0.45,0.4494949494949495,0.47619047619047616,0.5,0.45454545454545453,8
3,0.6208333333333333,0.6521865797171826,0.5483870967741935,0.55,0.5333333333333333,0.5714285714285714,0.5,8
4,0.49375,0.656382481542328,0.5,0.425,0.6486486486486487,0.5714285714285714,0.75,8
5,0.8055555555555556,0.7875,0.46153846153846156,0.5416666666666666,0.46153846153846156,0.3333333333333333,0.75,8
6,0.7333333333333334,0.8388538748832866,0.5263157894736842,0.5111111111111111,0.64,0.5333333333333333,0.8,8
7,0.7095238095238094,0.8564135851205728,0.5806451612903226,0.5857142857142856,0.6486486486486487,0.75,0.5714285714285714,8
8,0.6878787878787879,0.7835754707086302,0.5945945945945946,0.606060606060606,0.6153846153846154,0.7058823529411765,0.5454545454545454,8
9,0.8,0.5833333333333333,0.7142857142857143,0.5,0.0,0.0,0.0,8
10,0.5923076923076923,0.5113998041861819,0.6086956521739131,0.5961538461538461,0.5263157894736842,0.5555555555555556,0.5,8
11,0.8117647058823529,0.7636959823801928,0.7407407407407407,0.7529411764705882,0.6956521739130435,0.6153846153846154,0.8,8
12,0.5388888888888889,0.731375519662133,0.4642857142857143,0.49444444444444446,0.4827586206896552,0.6363636363636364,0.3888888888888889,8
13,0.7294117647058824,0.871167687101191,0.6666666666666666,0.6941176470588235,0.6896551724137931,0.8333333333333334,0.5882352941176471,8
14,0.7083333333333334,0.6916666666666667,0.4375,0.5416666666666666,0.4,0.2727272727272727,0.75,8
15,0.7916666666666667,0.9556465327435723,0.5789473684210527,0.75,0.6666666666666666,1.0,0.5,8
