fold,C,l1_ratio
1,0.1764950771205521,0.1719410127325942
2,0.1764950771205521,0.1719410127325942
3,0.1764950771205521,0.1719410127325942
4,0.1764950771205521,0.1719410127325942
5,0.1764950771205521,0.1719410127325942
