fpr,tpr,threshold
0.0,0.0,inf
0.02,0.047619047619047616,1.0
0.02,0.09523809523809523,0.8841187008248501
0.02,0.12698412698412698,0.8571428571428571
0.02,0.20634920634920634,0.7899801851667936
0.04,0.23809523809523808,0.7857142857142857
0.04,0.25396825396825395,0.75
0.06,0.25396825396825395,0.7427871235818425
0.06,0.2698412698412698,0.7185318724168623
0.08,0.30158730158730157,0.7142857142857143
0.1,0.30158730158730157,0.7020776544809267
0.1,0.31746031746031744,0.7
0.12,0.3492063492063492,0.6666666666666666
0.12,0.38095238095238093,0.6440365352120501
0.12,0.4444444444444444,0.6
0.12,0.4603174603174603,0.5998381062237611
0.14,0.4603174603174603,0.5888427495671558
0.16,0.5079365079365079,0.5833333333333334
0.16,0.5555555555555556,0.5299560755250985
0.2,0.6190476190476191,0.5
0.22,0.6190476190476191,0.49962209218902015
0.22,0.6349206349206349,0.494647794582131
0.28,0.6349206349206349,0.4742533598596857
0.28,0.6507936507936508,0.4418574853512748
0.3,0.6507936507936508,0.43274522652960734
0.34,0.6825396825396826,0.42857142857142855
0.36,0.6825396825396826,0.41751854949494516
0.4,0.6984126984126984,0.4166666666666667
0.44,0.6984126984126984,0.4113881552551802
0.46,0.7301587301587301,0.4
0.46,0.746031746031746,0.395218978441526
0.48,0.746031746031746,0.3818551913840981
0.48,0.7619047619047619,0.3716447093013107
0.48,0.7936507936507936,0.35714285714285715
0.56,0.8253968253968254,0.3333333333333333
0.62,0.8253968253968254,0.3051709860425098
0.64,0.8888888888888888,0.3
0.66,0.8888888888888888,0.2909877325241526
0.66,0.9047619047619048,0.2857142857142857
0.68,0.9047619047619048,0.2814349182004162
0.74,0.9206349206349206,0.25
0.8,0.9523809523809523,0.2
0.82,0.9523809523809523,0.17937836149243078
0.86,0.9523809523809523,0.14285714285714285
0.88,0.9523809523809523,0.1180266035213631
0.88,0.9682539682539683,0.11654450230983106
0.9,0.9682539682539683,0.10519819305455992
0.96,0.9841269841269841,0.1
1.0,1.0,0.0
