metric,mean,std,min,max,pooled
AUC,0.737281746031746,0.09648282163289171,0.5952380952380952,0.8819444444444444,0.7253968253968254
PR_AUC,0.7644380655075591,0.0989604887713249,0.6508108506560519,0.8952380952380952,0.7385829422125374
Accuracy,0.7094677871148459,0.07354574181742542,0.6071428571428571,0.8235294117647058,0.6991150442477876
Bal_Accuracy,0.7059523809523809,0.06333114528583006,0.6428571428571428,0.8194444444444444,0.7074603174603175
F1_Score,0.7046884888990151,0.09394464753870248,0.5925925925925926,0.8421052631578947,0.7017543859649122
Precision,0.7849206349206349,0.0623993268306164,0.7,0.8888888888888888,0.7843137254901961
Recall,0.6604761904761904,0.15756588882828482,0.4444444444444444,0.8888888888888888,0.6349206349206349
