Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
SVM_RBF,0.8015481081031319,0.0398236022754605,0.7390625000000001,0.8418781897663958,0.058205264147972,0.7816540913636056,0.7378693769998117,0.131807960603997,0.7280701754385965,0.7608466241360978,0.0815210475624748,0.7381249999999999,0.8520634920634921,0.0948266243590205,0.8235294117647058,0.7027538543328017,0.222251132988593,0.65625,0.7349542483660131,0.140003297838043,0.7304347826086957,0.818939393939394,0.1567358149960606,0.82,11.6,11.6,4.079215610874228,6,10.0,18,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,29,5,2.0
SVM_RBF,0.7933914561426523,0.0463640931604328,0.733125,0.836040629493851,0.0610463029809551,0.7772572128964146,0.7105590062111802,0.1184806954175268,0.7017543859649122,0.7316799574694313,0.0784583695457054,0.7059375,0.7975,0.1073545527679194,0.7678571428571429,0.72093567251462,0.2412903765007373,0.671875,0.7155560586052945,0.1320471025466727,0.7166666666666667,0.7424242424242424,0.1899688244685755,0.74,11.6,11.6,4.079215610874228,6,10.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,29,5,2.0
KNN,0.792024499955122,0.0815803957007116,0.7731249999999998,0.8022300827221504,0.1171037643101068,0.8035607882699738,0.7225310920963095,0.1221006914631721,0.7192982456140351,0.7265024303182198,0.0981264404083504,0.7128125000000001,0.7415404040404041,0.1407653316119348,0.7424242424242424,0.7808187134502924,0.1967522632568157,0.765625,0.7427609427609427,0.125541825846386,0.7538461538461538,0.6721861471861472,0.14704618377075,0.66,11.6,11.6,4.079215610874228,6,10.0,18,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,29,5,2.0
KNN,0.7846308666523978,0.0650207291056322,0.7371875,0.830518811006904,0.0855936985636286,0.7948808744848066,0.6870955131824696,0.1091703769806993,0.6842105263157895,0.693739272423483,0.0766195378427198,0.6728125,0.7026674641148325,0.1357761393758453,0.7,0.7902923976608187,0.1982446134977943,0.765625,0.7202381488994065,0.1133916799505841,0.7313432835820896,0.5971861471861472,0.1530448446099557,0.58,11.6,11.6,4.079215610874228,6,10.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,29,5,2.0
SVM_Linear,0.777127978348074,0.0531425619188029,0.71875,0.8313105933091001,0.0756036651284404,0.7640426297254302,0.7014680971202709,0.1185932875905494,0.6929824561403509,0.723346624136098,0.0817539909908236,0.6959375,0.7808333333333333,0.1192453120438889,0.7543859649122807,0.72093567251462,0.2412903765007373,0.671875,0.7085385147456454,0.1353498721191183,0.7107438016528925,0.7257575757575758,0.1848484848484848,0.72,11.6,11.6,4.079215610874228,6,10.0,18,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,29,5,2.0
SVM_RBF,0.7690929113417152,0.0503451241692186,0.716875,0.8101888515903063,0.0793579981647485,0.748495898974928,0.7050645007166747,0.051551063134796,0.7017543859649122,0.7152472089314195,0.0403065724329564,0.708125,0.7928571428571429,0.1170305307375667,0.7777777777777778,0.6698883572567783,0.168235192987195,0.65625,0.7017434715821812,0.0714015425464173,0.711864406779661,0.7606060606060605,0.1817297764871659,0.76,10.0,10.0,4.1952353926806065,4,12.0,14,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,33,4,1.5151515151515151
RandomForest,0.7679064626672283,0.0302143980090512,0.7343750000000001,0.8030148288931086,0.0653610799829782,0.7596565902845401,0.6975850236719802,0.1014951813788843,0.6929824561403509,0.7030646692488798,0.0754947697626935,0.6871875000000001,0.7142763119233708,0.0954685678695247,0.7230769230769231,0.7609994683678895,0.1878598551654171,0.734375,0.7204545454545455,0.1088823764473684,0.7286821705426356,0.6451298701298701,0.0436972192980518,0.64,11.6,11.6,4.079215610874228,6,10.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,29,5,2.0
LogisticRegression,0.7658231782394461,0.0654136787893214,0.7256249999999999,0.8178495791865792,0.0765119777355899,0.7713646608377218,0.7204780726519857,0.1361591181921286,0.7105263157894737,0.7416799574694312,0.0998419395779055,0.718125,0.8333730158730159,0.1119807520893584,0.7924528301886793,0.7076023391812866,0.2383773790373195,0.65625,0.7245838779956426,0.1381197537989057,0.717948717948718,0.7757575757575756,0.2093213486418554,0.78,11.6,11.6,4.079215610874228,6,10.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,29,5,2.0
KNN,0.7636096094230067,0.1073633985453306,0.7115625000000001,0.7731333280275158,0.1191609569257838,0.7175538429575691,0.7333029289551029,0.11697732149879,0.7280701754385965,0.7461635148477255,0.1042404395033792,0.7228125000000001,0.76,0.1067707825203131,0.7538461538461538,0.8102923976608188,0.1931041969364133,0.765625,0.7633589250941865,0.1076235221451346,0.7596899224806202,0.6820346320346321,0.140369926256384,0.68,10.0,10.0,4.1952353926806065,4,12.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,33,4,1.5151515151515151
SVM_Linear,0.7613872376073334,0.0518039361799724,0.6978125000000001,0.816111807651078,0.072666595532955,0.7614085144677948,0.6737624694146434,0.1146842718360548,0.6666666666666666,0.6983466241360979,0.084322627502894,0.6659375000000001,0.7420454545454546,0.1472720258120219,0.7166666666666667,0.72093567251462,0.2412903765007373,0.671875,0.6880873869260966,0.1363144781869365,0.6935483870967742,0.6757575757575758,0.1827878185033258,0.66,11.6,11.6,4.079215610874228,6,10.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,29,5,2.0
LogisticRegression,0.7606157151372464,0.0592349998283423,0.7206250000000001,0.8135943102705777,0.0737989593866654,0.7657069248822257,0.7109542631281762,0.1240642939268835,0.7017543859649122,0.7333466241360977,0.0869553161379461,0.708125,0.815595238095238,0.1087657513288605,0.7777777777777778,0.7076023391812866,0.2383773790373195,0.65625,0.7152271528494439,0.1278770736182751,0.711864406779661,0.759090909090909,0.2005730999196716,0.76,11.6,11.6,4.079215610874228,6,10.0,18,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,29,5,2.0
ExtraTrees,0.7595731293338949,0.0436554158833426,0.715625,0.7818817233804431,0.0672040038360849,0.7545786377384793,0.6917242178111743,0.1308361002153963,0.6842105263157895,0.7037831320726057,0.0841441893797457,0.6903125,0.7523249299719887,0.0742685591389131,0.7592592592592593,0.6671982987772461,0.2594034718122633,0.640625,0.6746761133603238,0.1647056464563188,0.6949152542372882,0.7403679653679653,0.0964348266612342,0.74,11.6,11.6,4.079215610874228,6,10.0,18,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,29,5,2.0
ExtraTrees,0.7522908856162445,0.0490954429351315,0.7059375,0.7843288032756657,0.0713761589468433,0.752325426818734,0.7083322474626822,0.0947565652679999,0.7017543859649122,0.7283320042530569,0.0527908851457302,0.7103125,0.8012698412698412,0.105052027326712,0.7884615384615384,0.6710579479000531,0.2027435707585728,0.640625,0.7008949220713927,0.1136938013487647,0.7068965517241379,0.7856060606060606,0.1404194817466383,0.78,11.6,11.6,4.079215610874228,6,10.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,29,5,2.0
RandomForest,0.7519359809072729,0.0423377793038189,0.7306250000000001,0.7725170353508946,0.0729953129547676,0.7528294996608861,0.7237168628472975,0.0847236685956473,0.7192982456140351,0.7168485607959292,0.0858912839957919,0.7171875,0.747626491155903,0.0586044512518171,0.7580645161290323,0.7469005847953216,0.2223115856022485,0.734375,0.7292307692307693,0.1264130194216163,0.746031746031746,0.6867965367965368,0.1128359774047837,0.7,11.6,11.6,4.079215610874228,6,10.0,18,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,29,5,2.0
SVM_RBF,0.7491066854463984,0.0373432015610867,0.6934375,0.7987894098441153,0.07840950062142,0.7339044525315963,0.7133272524576872,0.0687382438854744,0.7105263157894737,0.7271158958001064,0.0501628663835699,0.709375,0.7662745098039216,0.1337516505950819,0.7540983606557377,0.7436257309941521,0.1873659387589182,0.71875,0.7269688644688644,0.0846972571415786,0.736,0.7106060606060607,0.1815907668676198,0.7,10.0,10.0,4.1952353926806065,4,12.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,33,4,1.5151515151515151
