fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.8104575163398693,0.8992602169072758,0.7692307692307693,0.7450980392156863,0.8235294117647058,0.8235294117647058,0.8235294117647058,18
2,0.525,0.6501116938616939,0.5,0.5125,0.47058823529411764,0.5714285714285714,0.4,14
3,0.6680672268907564,0.7542452548856724,0.6129032258064516,0.5966386554621849,0.6842105263157895,0.6190476190476191,0.7647058823529411,6
4,0.47549019607843135,0.5914366870452062,0.4482758620689655,0.41911764705882354,0.5555555555555556,0.5263157894736842,0.5882352941176471,16
5,0.8518518518518519,0.7,0.8333333333333334,0.8888888888888888,0.75,0.6,1.0,4
