fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.6728395061728395,0.7706287768723269,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.8,0.6666666666666666,8
2,0.7272727272727272,0.8051317369499189,0.6,0.6262626262626263,0.5,0.8,0.36363636363636365,8
3,0.7666666666666666,0.7903982978092885,0.5483870967741935,0.5625,0.2222222222222222,1.0,0.125,8
4,0.4125,0.5957587266165767,0.5384615384615384,0.475,0.6666666666666666,0.6,0.75,8
5,0.6944444444444444,0.5,0.6923076923076923,0.7083333333333333,0.6,0.5,0.75,8
6,0.7000000000000001,0.7251712614870509,0.5789473684210527,0.5666666666666667,0.6666666666666666,0.5714285714285714,0.8,8
7,0.2761904761904762,0.5758357632013545,0.3225806451612903,0.5,0.0,0.0,0.0,8
8,0.5651515151515152,0.655797692775721,0.5945945945945946,0.5636363636363637,0.6808510638297872,0.64,0.7272727272727273,8
9,0.8,0.75,0.2857142857142857,0.5,0.4444444444444444,0.2857142857142857,1.0,8
10,0.823076923076923,0.7666545872428224,0.6086956521739131,0.5615384615384615,0.3076923076923077,0.6666666666666666,0.2,8
11,0.8764705882352941,0.8537441643323995,0.7407407407407407,0.7735294117647059,0.72,0.6,0.9,8
12,0.6333333333333333,0.7560766720570643,0.7142857142857143,0.6666666666666667,0.7894736842105263,0.75,0.8333333333333334,8
13,0.6794117647058824,0.8061397153201925,0.5185185185185185,0.5352941176470588,0.5517241379310345,0.6666666666666666,0.47058823529411764,8
14,0.5833333333333333,0.35714285714285715,0.375,0.5,0.375,0.25,0.75,8
15,0.8125000000000001,0.9618965327435722,0.7368421052631579,0.7083333333333333,0.8275862068965517,0.9230769230769231,0.75,8
