fold,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
1,50,8,0.2499872372751497,0.8409186630923462,0.6938831401633154,1.856487532402193e-05,6.904106655874299e-07
2,200,2,0.020428417353799366,0.817873951271459,0.8845575855528258,1.8040852768441058e-06,3.7416332275054926e-06
3,300,8,0.2027848972867164,0.7438031375747609,0.7994294729378736,1.5601289828756666e-05,1.152688441528122e-05
4,100,8,0.1581082135400477,0.6687764050930377,0.90811237436292,2.9286247167445077e-06,7.679583254810248e-05
5,100,3,0.011648420257877943,0.8021725718543157,0.6881262271486814,0.0021639569109615053,0.004671720805549375
