Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
IB_IntensityBasedEnergy,4,0.8,True
Morph_Compacity,3,0.6,True
GLRLM_LowGreyLevelRunEmphasis,2,0.4,True
IH_IntensityHistogramMode_Intensity,2,0.4,True
GLSZM_LargeZoneLowGreyLevelEmphasis,2,0.4,True
GLSZM_LowGrayLevelZoneEmphasis,2,0.4,True
GLCM_ClusterShade,2,0.4,True
GLRLM_RunLengthVariance,2,0.4,True
IH_MaximumHistogramGradient_Intensity,2,0.4,True
GLCM_InverseDifferenceMoment,1,0.2,False
GLSZM_ZoneSizeNonUniformity,1,0.2,False
Morph_Compactness2,1,0.2,False
IB_MinimumIntensity,1,0.2,False
GLSZM_HighGrayLevelZoneEmphasis,1,0.2,False
Morph_Asphericity,1,0.2,False
GLSZM_SmallZoneHighGreyLevelEmphasis,1,0.2,False
GLSZM_GreyLevelNonUniformity,1,0.2,False
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,1,0.2,False
Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,1,0.2,False
GLRLM_LongRunHighGreyLevelEmphasis,1,0.2,False
Morph_SphericalDisproportion,1,0.2,False
GLRLM_LongRunLowGreyLevelEmphasis,1,0.2,False
GLCM_ClusterProminence,1,0.2,False
Morph_Compactness1,1,0.2,False
