Model,Mean_AUC,Std_AUC,Min_AUC,Max_AUC,Mean_PR_AUC,Std_PR_AUC,Min_PR_AUC,Max_PR_AUC,Mean_Accuracy,Std_Accuracy,Min_Accuracy,Max_Accuracy,Mean_Balanced_Accuracy,Std_Balanced_Accuracy,Min_Balanced_Accuracy,Max_Balanced_Accuracy,Mean_Precision,Std_Precision,Min_Precision,Max_Precision,Mean_Recall,Std_Recall,Min_Recall,Max_Recall,Mean_F1,Std_F1,Min_F1,Max_F1,Mean_Specificity,Std_Specificity,Min_Specificity,Max_Specificity,Mean_n_feats,Std_n_feats,Min_n_feats,Max_n_feats
ExtraTrees,0.761031746031746,0.08286356631429159,0.6642857142857143,0.861111111111111,0.7873761317566375,0.16319565580199272,0.5186225610138654,0.9182259325641677,0.6968487394957983,0.11491807872945284,0.5357142857142857,0.8235294117647058,0.7167063492063492,0.08059859863415034,0.6166666666666667,0.8263888888888888,0.7715416936005172,0.1437785629894043,0.5294117647058824,0.875,0.7093650793650793,0.2178888721220251,0.3333333333333333,0.9,0.7070021786492375,0.14160501037553933,0.48,0.8235294117647058,0.724047619047619,0.19040623715464863,0.42857142857142855,0.9,8.8,5.019960159204453,4.0,14.0
SVM_RBF,0.7429365079365079,0.07300638309619999,0.65,0.8472222222222222,0.7819643788344093,0.16451663028706295,0.5086291486291485,0.9116013071895426,0.6861344537815126,0.10017849059686322,0.5833333333333334,0.8235294117647058,0.6981746031746032,0.07689181996693903,0.6285714285714286,0.8194444444444444,0.7178671328671329,0.14946296925147007,0.5,0.8461538461538461,0.7815873015873016,0.1639521957747749,0.5,0.9,0.7269505180575961,0.09937833510383853,0.6206896551724138,0.8421052631578947,0.6147619047619048,0.18359906530275516,0.35714285714285715,0.8,8.8,5.019960159204453,4.0,14.0
LogisticRegression,0.7346825396825396,0.07968566205227574,0.6857142857142857,0.875,0.7980720317816734,0.12866405871263328,0.5924558284852404,0.9194444444444445,0.6798459383753501,0.05513015836359855,0.625,0.7647058823529411,0.6948412698412698,0.05240800167394078,0.65,0.7638888888888888,0.7243650793650793,0.14476775694798574,0.5333333333333333,0.9,0.733015873015873,0.0994276895904457,0.6111111111111112,0.8333333333333334,0.7139126984126984,0.05371661396413808,0.64,0.7777777777777778,0.6566666666666667,0.15073892072793352,0.5,0.8333333333333334,8.8,5.019960159204453,4.0,14.0
SVM_Linear,0.7290476190476192,0.07011883427173553,0.6714285714285714,0.8472222222222222,0.7886315342410359,0.14650934157351728,0.5405735930735931,0.9116013071895426,0.6488935574229693,0.08199730514273773,0.5714285714285714,0.7647058823529411,0.6476190476190475,0.06945067999215804,0.5777777777777777,0.7638888888888888,0.673202614379085,0.12500125321831917,0.5,0.7857142857142857,0.7704761904761904,0.12961850724339113,0.5555555555555556,0.9,0.7042008757525998,0.07467497285964186,0.625,0.7857142857142857,0.5247619047619048,0.15555292352810532,0.35714285714285715,0.75,8.8,5.019960159204453,4.0,14.0
KNN,0.6962301587301587,0.07769396399216819,0.6142857142857143,0.7777777777777778,0.7541522944725072,0.16522950566462893,0.48316260430390867,0.91282808179093,0.6304621848739496,0.09160817541853765,0.5416666666666666,0.75,0.6409523809523809,0.07663837839544815,0.5416666666666667,0.7261904761904762,0.676923076923077,0.14982731677524966,0.5,0.8461538461538461,0.687142857142857,0.15909323554561294,0.5,0.9,0.6647108621226269,0.09981950415486504,0.56,0.8148148148148148,0.5947619047619047,0.16262445086191862,0.35714285714285715,0.75,8.8,5.019960159204453,4.0,14.0
NaiveBayes,0.6832936507936507,0.08223654652451155,0.5595238095238095,0.7638888888888888,0.7424027869767666,0.07196550181812691,0.6405194805194805,0.8215415978684443,0.6397478991596639,0.07121660411921556,0.5416666666666666,0.7083333333333334,0.6241269841269841,0.09562314687454591,0.5238095238095238,0.7357142857142858,0.6616494133885438,0.09698067970487773,0.5217391304347826,0.75,0.8006349206349206,0.14245357458508556,0.6666666666666666,1.0,0.7096209150326798,0.014779905882602067,0.6857142857142857,0.7222222222222222,0.44761904761904764,0.25262230149154363,0.08333333333333333,0.75,8.8,5.019960159204453,4.0,14.0
RandomForest,0.6804365079365079,0.054734867951930694,0.6319444444444445,0.7638888888888888,0.727170492224666,0.10457193979493364,0.5722322122322123,0.8115833917003509,0.6555602240896359,0.0708503813544162,0.5714285714285714,0.7647058823529411,0.6644047619047619,0.07929679602235154,0.5595238095238095,0.7708333333333333,0.7505952380952381,0.1815983535667121,0.5625,1.0,0.687142857142857,0.21481152420134544,0.3333333333333333,0.9,0.6735190097259063,0.10440360833672015,0.5,0.7586206896551724,0.6416666666666667,0.28198207192814384,0.3333333333333333,1.0,8.8,5.019960159204453,4.0,14.0
XGBoost,0.6763095238095238,0.13261017752673987,0.5666666666666667,0.875,0.7216483866979648,0.16501587926064118,0.47946608946608943,0.8909171075837743,0.6517507002801121,0.10157852088809574,0.5357142857142857,0.7647058823529411,0.6483333333333332,0.0743644864539051,0.5833333333333333,0.7638888888888888,0.6944877344877345,0.12486167330517135,0.5454545454545454,0.8,0.6580952380952381,0.18018355188771887,0.3888888888888889,0.8571428571428571,0.6621391380012069,0.13396482955337716,0.5185185185185185,0.8275862068965517,0.6385714285714286,0.1386524063834392,0.5,0.8,8.8,5.019960159204453,4.0,14.0
GradientBoosting,0.6752777777777778,0.08038085090203978,0.6041666666666666,0.8055555555555555,0.7141821912968898,0.14241613952442325,0.5038694587146599,0.8542869167869167,0.6459383753501401,0.07708108876213883,0.5833333333333334,0.75,0.6461507936507938,0.06337781138985789,0.5833333333333334,0.7261904761904762,0.6683974358974358,0.13818890835319406,0.5,0.8461538461538461,0.744920634920635,0.07698739970134072,0.6111111111111112,0.8,0.6953130689972795,0.08057004151238543,0.6153846153846154,0.8148148148148148,0.5473809523809524,0.11643076246842837,0.4166666666666667,0.6666666666666666,8.8,5.019960159204453,4.0,14.0
LightGBM,0.6721825396825397,0.06071402635072725,0.6285714285714286,0.7638888888888888,0.7346270575974367,0.10364380336387365,0.5935822021116138,0.864767316017316,0.6578011204481793,0.09580494309336526,0.5833333333333334,0.8235294117647058,0.6532142857142856,0.11890272266772504,0.5119047619047619,0.8263888888888888,0.7371288515406162,0.19879338143860242,0.5333333333333333,1.0,0.6980952380952381,0.18616280122879134,0.3888888888888889,0.8571428571428571,0.6826215151072835,0.11137089254039888,0.56,0.8235294117647058,0.6083333333333333,0.33281209246193094,0.16666666666666666,1.0,8.8,5.019960159204453,4.0,14.0
