Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
Post2_GLRLM_ShortRunHighGreyLevelEmphasis,Post2_GLRLM_ShortRunHighGreyLevelEmphasis,0.047932335204653655,2
Post2_GLCM_Autocorrelation,Post2_GLCM_Autocorrelation,0.047571373971470925,2
Post2_GLRLM_HighGreyLevelRunEmphasis,Post2_GLRLM_HighGreyLevelRunEmphasis,0.046280422906861636,2
Post2_IH_IntensityHistogramMode_Intensity,Post2_IH_IntensityHistogramMode_Intensity,0.03838705545376385,4
Pre_GLCM_ClusterProminence,Pre_GLCM_ClusterProminence,0.024860237582733986,2
Pre_IB_StandardDeviation,Pre_IB_StandardDeviation,0.02295214341826378,2
Pre_IH_IntensityHistogramVariance_Intensity,Pre_IH_IntensityHistogramVariance_Intensity,0.02248204432462952,2
Pre_Morph_Compactness2,Pre_Morph_Compactness2,0.020883533409309544,2
Post2_Morph_Compactness2,Post2_Morph_Compactness2,0.02086675945435887,2
Post2_Morph_Compactness1,Post2_Morph_Compactness1,0.020116795731494178,4
Pre_Morph_Compactness1,Pre_Morph_Compactness1,0.02008579070384056,3
Post2_Morph_Sphericity,Post2_Morph_Sphericity,0.019728807763685595,2
Pre_IB_IntensityBasedQuartileCoefficientOfDispersion,Pre_IB_IntensityBasedQuartileCoefficientOfDispersion,0.009393831511322061,2
Pre_IB_IntensityBasedCoefficientOfVariation,Pre_IB_IntensityBasedCoefficientOfVariation,0.00585570660080342,4
Pre_IB_TotalLesionGlycolysis,Pre_IB_TotalLesionGlycolysis,0.0024914925557258023,3
Post2_Morph_Volume_cm3,Post2_Morph_Volume_cm3,0.002365652782301167,2
