Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
Post2_GLRLM_ShortRunHighGreyLevelEmphasis,Post2_GLRLM_ShortRunHighGreyLevelEmphasis,0.07619142379069448,2
Post2_IH_IntensityHistogramMode_Intensity,Post2_IH_IntensityHistogramMode_Intensity,0.06243550568167295,5
Post2_Morph_Compactness1,Post2_Morph_Compactness1,0.0545724989788571,2
Pre_GLSZM_GreyLevelVariance,Pre_GLSZM_GreyLevelVariance,0.040023162427866465,5
T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.037701538917154075,2
Pre_GLCM_ClusterProminence,Pre_GLCM_ClusterProminence,0.031951771336895876,2
T2_Morph_Compacity,T2_Morph_Compacity,0.03183330959131501,3
T2_IH_IntensityHistogramMinimumGreyLevel_Intensity,T2_IH_IntensityHistogramMinimumGreyLevel_Intensity,0.02706626613846051,2
T2_GLSZM_NormalisedZoneSizeNonUniformity,T2_GLSZM_NormalisedZoneSizeNonUniformity,0.02457832522326989,2
T2_GLCM_ClusterShade,T2_GLCM_ClusterShade,0.020332261826948445,3
T2_Morph_SurfaceToVolumeRatio_cm,T2_Morph_SurfaceToVolumeRatio_cm,0.01593421165261652,3
T2_Morph_SurfaceArea_cm2,T2_Morph_SurfaceArea_cm2,0.003139675701222481,2
Pre_GLSZM_GreyLevelNonUniformity,Pre_GLSZM_GreyLevelNonUniformity,0.0028723575765184153,2
Pre_GLSZM_ZoneSizeVariance,Pre_GLSZM_ZoneSizeVariance,0.0019032271855929784,2
Pre_GLSZM_LargeZoneHighGreyLevelEmphasis,Pre_GLSZM_LargeZoneHighGreyLevelEmphasis,0.0016626962757581702,2
