Metric,Value
ROC-AUC,0.7653968253968254
PR-AUC,0.8359820539337195
Balanced Acc.,0.6953968253968255
Sensitivity,0.6507936507936508
Specificity,0.74
PPV,0.7592592592592593
NPV,0.6271186440677966
Kappa,0.38366838086333166
