Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
Post1_IH_IntensityHistogramMode_Intensity,Post1_IH_IntensityHistogramMode_Intensity,0.06667528196794927,2
Post1_Morph_Compactness1,Post1_Morph_Compactness1,0.06255917890562183,2
ADC_IH_IntensityHistogramMedian_Intensity,ADC_IH_IntensityHistogramMedian_Intensity,0.060650551278128344,4
Post1_Morph_Sphericity,Post1_Morph_Sphericity,0.060494131136184084,5
ADC_IB_MedianIntensity,ADC_IB_MedianIntensity,0.05987173599004064,3
Post1_IH_IntensityHistogramMean_Intensity,Post1_IH_IntensityHistogramMean_Intensity,0.032273760997836826,2
Post1_IB_AreaUnderCurveCIVH,Post1_IB_AreaUnderCurveCIVH,0.03210483104121461,2
Post1_IB_IntensityBasedQuartileCoefficientOfDispersion,Post1_IB_IntensityBasedQuartileCoefficientOfDispersion,0.02122990269994629,3
Post1_IB_IntensityBasedCoefficientOfVariation,Post1_IB_IntensityBasedCoefficientOfVariation,0.015350934347078736,2
ADC_GLSZM_GreyLevelVariance,ADC_GLSZM_GreyLevelVariance,0.008641939785840371,2
Post1_IB_TotalLesionGlycolysis,Post1_IB_TotalLesionGlycolysis,0.0033441934016468877,2
Post1_IB_IntensityBasedEnergy,Post1_IB_IntensityBasedEnergy,0.0014044749671309946,3
