k,mean_score,std_score,fold_scores,metric,tuning_model
4,0.6100054056710403,0.026379915444568112,"[0.5877192982456141, 0.5952380952380952, 0.6470588235294118]",auc,LogisticRegression
6,0.5812951496388029,0.042425943937563736,"[0.581140350877193, 0.6333333333333334, 0.5294117647058824]",auc,LogisticRegression
14,0.5792594230674726,0.07136399427838741,"[0.48245614035087725, 0.6523809523809523, 0.6029411764705882]",auc,LogisticRegression
8,0.5450034399724802,0.09586715513098777,"[0.5899122807017544, 0.6333333333333333, 0.411764705882353]",auc,LogisticRegression
10,0.5283404589906139,0.1295562900056783,"[0.5701754385964912, 0.661904761904762, 0.35294117647058826]",auc,LogisticRegression
18,0.520202466951693,0.11577440121089275,"[0.3991228070175438, 0.6761904761904762, 0.4852941176470588]",auc,LogisticRegression
16,0.5172281193179026,0.12059568349885728,"[0.4100877192982456, 0.6857142857142857, 0.45588235294117646]",auc,LogisticRegression
12,0.47638336036168855,0.11676963783969266,"[0.4671052631578948, 0.6238095238095238, 0.3382352941176471]",auc,LogisticRegression
