Metric,Value
ROC-AUC,0.7091715976331361
PR-AUC,0.7585333202592015
Balanced Acc.,0.625
Sensitivity,0.6923076923076923
Specificity,0.5576923076923077
PPV,0.6617647058823529
NPV,0.5918367346938775
Kappa,0.2514506769825918
