Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
LogisticRegression,NaiveBayes,0.7215625,0.5340625,0.1875,4.2533502366506175,2.1059580217974482e-05,✓,✓,0.0009476811098088517,✓
SVM_RBF,NaiveBayes,0.70375,0.5340625,0.1696875,3.699231189988388,0.00021625354739644883,✓,✓,0.009731409632840197,✓
SVM_Linear,NaiveBayes,0.6853124999999999,0.5340625,0.15124999999999988,3.6260846473989106,0.0002877510638374747,✓,✓,0.01294879787268636,✓
LogisticRegression,ExtraTrees,0.7215625,0.6078125,0.11375000000000002,2.9045219927051473,0.0036781436157572174,✓,✓,0.16551646270907477,✗
SVM_RBF,ExtraTrees,0.70375,0.6078125,0.09593750000000001,2.9012092215376706,0.0037172559552649436,✓,✓,0.16727651798692247,✗
KNN,NaiveBayes,0.6818749999999999,0.5340625,0.1478124999999999,2.7857773494045746,0.005339953623529588,✓,✓,0.24029791305883147,✗
LogisticRegression,GradientBoosting,0.7215625,0.6320312499999999,0.08953125000000006,2.7013241867714965,0.006906398363892049,✓,✓,0.3107879263751422,✗
LogisticRegression,LightGBM,0.7215625,0.6157812500000001,0.10578124999999994,2.5596835524074124,0.010476751347282934,✓,✗,0.47145381062773206,✗
XGBoost,NaiveBayes,0.6540624999999999,0.5340625,0.11999999999999988,2.4359589738906045,0.014852368943611905,✓,✗,0.6683566024625357,✗
LogisticRegression,SVM_Linear,0.7215625,0.6853124999999999,0.036250000000000115,2.405804190400304,0.01613691133812407,✓,✗,0.7261610102155832,✗
SVM_RBF,GradientBoosting,0.70375,0.6320312499999999,0.07171875000000005,2.330940333610101,0.019756506106036284,✓,✗,0.8890427747716327,✗
SVM_Linear,ExtraTrees,0.6853124999999999,0.6078125,0.0774999999999999,2.2909437663207495,0.021966666241106547,✓,✗,0.9884999808497946,✗
SVM_RBF,LightGBM,0.70375,0.6157812500000001,0.08796874999999993,2.2794030172394333,0.02264311913408319,✓,✗,1.0,✗
LogisticRegression,RandomForest,0.7215625,0.6321875,0.08937499999999998,2.1596878914925743,0.030796839191770682,✓,✗,1.0,✗
SVM_RBF,RandomForest,0.70375,0.6321875,0.07156249999999997,2.0090106597515187,0.04453600326663295,✓,✗,1.0,✗
KNN,ExtraTrees,0.6818749999999999,0.6078125,0.07406249999999992,1.998133338772161,0.04570220619017925,✓,✗,1.0,✗
GradientBoosting,NaiveBayes,0.6320312499999999,0.5340625,0.09796874999999994,1.942796252172991,0.052040780927456634,✗,✗,1.0,✗
