Metric,Value
ROC-AUC,0.7728125
PR-AUC,0.8328346711996409
Balanced Acc.,0.708125
Sensitivity,0.65625
Specificity,0.76
PPV,0.7777777777777778
NPV,0.6333333333333333
Kappa,0.4073394495412843
